gene_name,IBD7_fpkm,IBD7_1_fpkm,IBD8_fpkm,IBD8_1_fpkm,IBD10_fpkm,IBD10_1_fpkm,hCO_wo_Tc_fpkm,hCO_wo_Tc_1_fpkm
LINC01547,0.574729222,0.677980556,0.437331134,1.007861573,0.461701191,0.447606403,0.869903713,0.502142122
NCL,77.10611707,75.02768256,73.19527521,73.36500294,72.92217931,81.55527764,73.40745481,81.03381004
AC009102.3,0.075836789,0.040257464,0.041002206,0.043789245,0.102806704,0.075937696,0,0.077782024
BOK,1.814334343,2.258367988,1.059871481,1.589496292,2.280518903,2.192627455,1.974738013,2.117544596
SFMBT2,2.533427269,2.991243221,3.071148852,3.522616645,4.75373323,3.862076184,2.530864637,3.973353995
JAK2,4.581549957,4.212372679,4.666815258,5.407304634,6.840261533,5.92723874,4.804143581,5.244159877
AL110115.2,0.521873783,0.554066572,0,0.401783165,0,0.348378786,0.17339319,0.178419997
SNX1,10.69449938,10.28630067,10.81414315,10.42766993,10.76232715,10.37878466,9.812760332,10.92731264
FAM86B1,0.34734038,0.595700118,0.375588732,0.293125124,0.374277619,0.387933608,0.332896898,0.369951671
LINC00930,0,0,0,0.15760957,0,0.034165089,0.136035696,0
AC009113.1,3.772174054,2.678101828,3.278179233,3.100127985,2.091483086,2.757582795,3.275520154,3.038179235
AC006141.1,0.07816082,0.055321547,0.140862417,0.060174898,0.047092103,0.078264819,0.025969026,0.080165667
EEF1A2,96.2844729,85.5370832,86.59653367,113.332925,84.3326532,87.51154476,104.9814545,72.37092991
TAF11L11,0,0.04997825,0.050902822,0.054362835,0,0,0,0
RF00564,0,0.389765445,0.396975903,0.423959509,0,0,0,0
AL445471.1,0,0.073199852,0.074554011,0.079621664,0,0,0,0
RPL10P2,0,0.089587878,0.091245208,0.09744741,0,0,0,0
AC002519.2,0,0.041168641,0.041930239,0.04478036,0,0,0,0
COX7CP1,0,0.312624368,0.318407755,0.340050856,0,0,0,0
SSR4P1,0.450403208,0.523728834,0,0.198147995,0.193835098,0.322144647,0.235159581,0.197981218
AIG1,2.724819694,2.885086779,3.344587912,2.76399289,2.53577817,2.809561231,2.840761824,3.081736562
DTX2,1.098881395,1.142858458,0.933625596,1.269019617,1.408606807,1.279991473,1.140020679,1.092565927
AC013553.4,0.181788831,0,0.098286638,0,0.32858477,0.364061432,0.181198672,0
DOCK7,5.050808838,4.862822265,5.154334357,4.801181209,4.817369534,5.13491729,5.086523261,5.066125053
AL606834.2,0.341953588,0.121015884,0.862782305,0.131632589,0.206027951,0.570680975,0.454457959,0.584541321
ANLN,5.642347951,6.599431761,7.280796899,5.462533512,6.663078264,6.19600826,5.942725695,7.214554432
SMC2-AS1,0.007420439,0.039390917,0.112334958,0.008569335,0.04023751,0.059442502,0.036981748,0.083718531
AC104794.4,0.253526128,0.134582687,0,0.292779212,0.114562627,0,0,0.130014572
RPH3AL,0.260965569,0.217692933,0.342658396,0.365949883,0.227425512,0.373304007,0.334437904,0.191185292
AC007193.3,4.510877112,1.59637975,3.902188663,4.167431768,3.804941729,3.011252802,2.098242065,3.701265893
MIR181A2HG,1.793448423,2.901456367,2.862783928,3.649125803,3.473220439,3.848217327,3.405002228,3.503715951
AC079385.3,0.489189475,0.519366069,0.831244968,0.887747105,0.694739493,0.279908789,0.417944031,0.573414082
AC008277.1,0.186958752,0.277888327,0.646923694,0.129543183,0.23655061,0.224649019,0.22362217,0.498561169
EPB41,6.529404182,6.148597177,6.760761921,5.852011091,6.371213172,7.234657984,6.274261171,7.079730108
AC005332.6,13.12277622,14.63094884,13.47842593,12.00294538,13.57400447,15.4078002,13.54318945,14.86884209
PMEPA1,4.74909167,5.640257679,5.461721499,6.193173947,4.364756586,5.742762951,5.515933935,4.757390289
TIPIN,2.58569043,2.4837467,3.084452333,2.559453558,2.485198134,2.856263456,2.618205706,3.051921
NBPF13P,0,0.033664542,0.034287319,0.073235855,0.11462688,0.063501461,0.031605601,0.032521873
NOC2LP1,0.02072446,0.242031769,0,0.023933198,0.187298137,0.166016283,0.08262872,0.063768144
AC010501.1,0.028815661,0.122372841,0.062318337,0,0.312507228,0.201978017,0.201054795,0.147773953
Z97634.1,0.172743032,0.340598176,0.160107261,0.113993478,0.022302458,0.098841646,0.147584776,0.075931688
AC002456.1,0,0.194882723,0.496219879,0.211979754,0.082946318,0.367607485,0.274445391,0
AC005330.1,0,0.048484555,0,0.105476194,0,0.1371847,0,0.187355409
TSPAN3,25.24394168,26.25074399,26.68605869,23.81779201,27.50572451,27.06785619,23.59184976,27.486664
AP003392.3,0.678096869,1.529843982,0.549933635,1.272514148,0.842645052,1.10337359,0.506921621,1.130171645
YOD1,6.77118095,6.599773187,6.562490773,8.049834466,7.670899896,7.353164409,6.973884222,6.944863627
AC104794.2,3.812245932,3.283749083,4.083397169,3.571831893,2.470238433,2.44884579,4.4809786,2.655870183
CLCNKA,0.032529532,0.017268089,0.01758754,0,0,0.016286408,0.016211964,0.033363923
N4BP3,2.640841565,2.635917037,2.423250602,2.491319956,2.319440983,2.160177668,2.836176445,1.80254084
AL139353.2,0.031566905,0.20108502,0.034134165,0.145817453,0.057057434,0.22126235,0.062928852,0.097129814
LINC02032,0,0.460541268,0,0,0,0.579146319,0,0.148303066
PPCDC,1.001833873,1.301760922,0.840778374,1.174214223,1.148656229,1.272674419,1.088006729,0.996858618
AC105206.2,0.439117099,0.233102441,0.356122072,0,0.396853839,0.109925345,0.218845774,0.112595144
SPRED3,2.72847551,3.255046622,3.106756162,2.627623532,3.040950067,2.703143716,3.113626014,2.462250725
C1orf158,0.109832591,0,0.014845626,0.031709453,0,0,0.013684504,0.014081229
COL27A1,2.558442569,2.66048075,1.883677336,2.184415908,2.922215144,2.371630674,2.33258962,2.777448837
AFF4,26.03863916,26.27406211,28.15629866,29.95457632,26.97895619,24.92070916,26.60258586,26.38829701
ATG4D,10.72155094,10.56609979,12.10340841,11.49306212,10.16066905,9.965422573,11.89889837,8.909251382
DOCK9-DT,0.280229623,0,0.227265015,0.242712879,0,0.280602492,0.139659943,0.071854398
AC006116.10,1.070395166,1.136424552,0.736557699,0.337124429,1.407089344,1.851324442,1.26090573,0.499023227
AL138762.1,1.450534949,1.356678991,1.232395564,0.837559592,0.842738643,1.314135004,1.273703796,1.346051901
AL356055.1,0.126763064,0.134582687,1.233651573,0.731948031,0.687375764,0,0.50540616,0.130014572
AC008764.3,1.046969009,0.138944163,0.70757279,0.755668569,0.70965183,0.131045261,1.174016393,0.402684021
ZNF429,3.501359356,3.25416358,3.253882816,3.849693269,2.810524542,2.934750059,3.155488462,3.097814549
AC007688.1,0,0,0.080545835,0.43010385,0.067318751,0.223761078,0,0.458391296
OTUD4P1,0.018433755,0.019570877,0,0,0.0832979,0,0,0.018906586
SHISA4,4.17708254,5.981761097,4.166655439,4.749026389,5.443102699,5.576853986,5.034956903,5.645879054
EMC8,7.676904813,9.150618646,7.875543826,8.313444257,8.310391791,7.321066249,9.053444497,7.772873155
CNGA3,1.833750196,2.44044093,2.206308284,1.715012084,1.902346707,2.456874145,1.699079001,2.79468965
SLC30A10,0.529109468,0.655373371,0.476783883,0.260253827,0.318789869,0.274718107,0.175797255,0.552730926
EDEM1,9.168957356,9.876672535,8.85623986,9.641785268,9.344974207,9.35707374,9.506093081,8.829255322
PMF1-BGLAP,0,0.119213264,0,0.064835913,0.050739754,0.112436053,0.055961059,0
AC132872.2,0.071625414,0.15208753,0.180717915,0.193001837,0.172618013,0.262975963,0.237976296,0.024487542
LMNB2,30.51629404,30.9401436,31.19739493,28.1375807,30.61745268,36.11175074,28.39425215,32.52666834
FAM45A,3.019584437,3.148605935,3.274877668,3.134240795,3.42744575,3.1675833,3.359131311,3.272167723
GLI4,3.902245628,4.280407436,4.239603951,4.250135135,3.944522048,4.166699166,4.129219581,4.495518568
MIR8055,1.165697453,0,1.890751208,0,0,0.583624254,2.323826263,0
PGGT1B,3.218930353,3.137178074,3.523240029,2.964767718,2.904044215,3.003832385,3.208480413,3.255402616
AL355481.1,0,0.098158428,0,0,0.125335074,0.277734518,0.092155007,0.189653308
GVQW2,0.151116142,0.140383278,0.122554539,0.065442463,0.341429548,0.245890473,0.169453753,0.116244235
TMEM14C,44.25326387,39.94018871,39.70720666,36.82125243,37.09314125,41.48371157,41.59270795,40.60371807
DAP3P1,0,0,0.439815029,0,0,1.018193393,0.202707866,0
AC109587.1,0.19620188,0.448656861,0.538556204,0.418300679,0.518314845,0.483601091,0.376086405,0.386989449
RBM45,2.694457031,2.848123002,2.402434436,2.470202205,3.00118642,3.171382967,3.062651461,2.751449681
UPF1,16.25748086,15.96216399,14.48029614,15.34309463,14.09269514,15.73932819,15.03177827,14.9753505
AP001636.1,0,0.26748609,0.108973777,0.174571562,0,0,0.0502253,0.258406858
AC046143.1,0.581649449,0.432270731,0.943430387,0.335852697,0.105133605,0.698908058,0.695713418,0.59656892
KDM4A,13.19399576,13.18389909,13.78240159,12.33335263,11.82533514,13.67127403,12.37756494,13.0166909
YBEY,7.32125091,7.640006683,7.713678972,7.58763172,8.680765943,7.550295625,8.233057961,7.95830202
NOTCH1,42.87760329,42.22552893,40.52643099,42.41286514,38.89852184,41.45076392,40.62592258,43.85449013
MIR6870,0,2.000795953,1.018904817,1.088162739,1.703164393,0,0.939213115,0
MIR3125,0.724824698,3.07814762,0.783772936,0.837048261,0,2.17736741,1.444943253,0
AC009088.3,0.791825301,0,0,0,0,0,0,0.649708672
WNT8A,0.108255292,0.028733307,0.029264858,0.125016303,0,0,0.026975963,0.027758018
HEATR9,0.173661071,0,0,0,0.05231563,0.038642698,0,0.158324912
ZNF165,0.348824036,0.284878399,0.20310395,0.464806106,0.557751984,0.376156496,0.21396407,0.688022057
CCDC153,0.110595318,0.234835206,0.239179535,0.025543726,0.179911732,0.088593979,0.154330793,0.068059271
RAD21,66.29687767,60.04326615,66.03135096,67.22989948,70.76714067,71.34043047,66.51849472,70.70382226
RUVBL1,6.725020758,6.597376743,7.031334411,6.062620977,6.271418741,7.154842007,6.358171581,6.584764244
LINC00896,0,0,0.114914077,0.03068128,0.072032329,0,0,0.136246473
STMP1,12.20175484,10.89682989,11.12321649,10.27684729,10.68537012,11.23044595,11.21340445,11.5620139
AC016957.2,1.000052945,0.212348627,0.36046161,0.384963233,0.602534573,0.467312345,0.332268791,0.957324276
KIAA1024,0.964443216,0.582584704,0.77316895,0.739310567,0.94675903,0.632717353,0.580102218,0.852742632
MCM8-AS1,0.287570328,0,0.124383091,0,0,0,0.057327352,0
GOT2,30.12968859,28.73687018,30.92427526,29.35092169,28.70867649,31.19197339,31.33370571,29.68613119
AP000240.1,1.751125156,1.062369533,0.270505704,1.300017432,0.565209422,0.751480788,0.748045843,1.66775329
AL512622.1,3.613223872,2.181318896,3.600641084,3.272669893,1.664747151,1.844486678,4.237051645,1.889284428
ZNF410,0.226633439,0.351666264,0.443002095,0.412716673,0.354497677,0.340402491,0.373600036,0.411251766
AC006058.1,0.278943786,0.225074737,0.615324401,0.23193522,0.27226429,0.525112093,0.389253511,0.434870133
RPL10P6,0.35557438,0,0.192246192,0.205313724,0.160675886,0,0.354420043,0.182347481
IGSF6,0.032013775,0,0.017308689,0.018485211,0.014466289,0,0.031909845,0.016417469
FAM3C,34.69499871,31.78353828,31.60331891,35.81206538,29.65357526,32.02804383,33.56136168,30.02690714
METTL6,3.79943111,3.63462758,4.568488173,3.610704505,4.372667421,3.794579047,4.329519328,3.937480156
HTR3B,0,0,0,0,0.088323132,0,0,0
SLC25A47,0,0,0,0,0.113607408,0,0,0
CR2,0,0,0,0,0.041838225,0,0,0
LINC00844,0,0,0,0,0.42846903,0,0,0
TRPC7-AS1,0,0,0,0,0.444303755,0,0,0
DLEU7-AS1,0,0,0,0,0.113167069,0,0,0
AC092162.3,0,0,0,0,0.125849586,0,0,0
AL671883.3,0,0,0,0,0.13809441,0,0,0
LINC00868,0,0,0,0,0.195205088,0,0,0
AC068473.1,0,0,0,0,0.18396015,0,0,0
RPL21P116,0,0,0,0,0.423146433,0,0,0
AC109462.3,0,0,0,0,0.351772336,0,0,0
CASP5,0,0,0,0,0.128379226,0,0,0
AKR1C8P,0,0,0,0,0.087528791,0,0,0
AL357992.1,0,0,0,0,1.572151747,0,0,0
DPRXP4,0,0,0,0,0.359823463,0,0,0
RN7SL172P,0,0,0,0,0.674520552,0,0,0
BX248409.1,0,0,0,0,0.801489126,0,0,0
CASC8,0,0,0,0,0.087267176,0,0,0
AC092332.1,0,0,0,0,0.246537668,0,0,0
AC073941.2,0,0,0,0,0.472008608,0,0,0
GTF2IP9,0,0,0,0,0.679002416,0,0,0
AC020978.4,0,0,0,0,0.383451646,0,0,0
RNY3P12,0,0,0,0,2.003722815,0,0,0
ERVV-2,0,0,0,0,0.084072286,0,0,0
AC079380.1,0,0,0,0,0.330177265,0,0,0
HAO1,0,0,0,0,0.115013915,0,0,0
AL512306.1,0,0,0,0,0.241013829,0,0,0
AL136295.1,0,0,0,0,0.074591141,0,0,0
MIR6736,0,0,0,0,3.464063172,0,0,0
IQCF5-AS1,0,0,0,0,0.102189864,0,0,0
LINC02503,0,0,0,0,0.251699171,0,0,0
RN7SL733P,0,0,0,0,0.621214976,0,0,0
AC084781.1,0,0,0,0,0.311554462,0,0,0
BANF2,0,0,0,0,0.150500535,0,0,0
AL022331.1,0,0,0,0,0.42846903,0,0,0
Z82217.1,0,0,0,0,0.025080344,0,0,0
AC012615.1,6.31082936,7.716695708,6.871136413,9.398911422,8.653491142,9.108402239,8.372661946,8.615392075
AC002401.3,0.385474953,0.136417906,0.833649396,0,0.580624225,0.514650479,0.768447094,0.395362493
IKZF4,4.733505595,4.082117478,4.534784954,4.286798571,4.758253048,4.872851038,4.238047427,5.204134971
LINC00488,0.046944085,0,0,0,0.014141968,0,0.046791686,0
PIK3C2G,0.028625988,0,0,0,0.008623617,0,0.028533057,0
ENOSF1,1.036681193,1.458730862,1.38917186,1.048256438,1.291045829,1.112562537,1.117365313,1.210807752
AC211476.6,0.352504673,0.633345482,0.527778035,0.563652642,0.539131175,0.380125534,0.405415733,0.750904304
LINC02389,0.088645808,0.052285609,0.127806876,0.079621664,0.106818673,0.138076958,0.127628263,0.111123953
BAG2,1.020050996,0.758082364,0.919174396,0.795139214,1.014062697,0.749032722,0.728663309,0.91543864
PABPC1L2B,0.257334212,0.109283347,0.333915097,0.208023828,0.372106922,0.103070647,0.282148683,0.290328397
AC008738.2,1.119531217,0.445721871,1.361902479,0.323216655,0.885308224,0.420382817,0.557948385,1.435309381
AC091946.1,0.199071572,0,0.07175386,0.076631179,0,0.066445484,0.066141769,0
RPL41P5,23.91921505,18.46888572,19.59432341,21.76325479,18.34177039,23.95104151,26.00897856,20.81566631
SCARNA8,0.431575011,0.458197547,0,2.491975739,0.390037647,0.432149257,1.290521837,0.885290061
AL139021.1,0.389011421,1.239025017,0.140216259,0.299494332,0.585951053,0.259686021,0,0.664982787
XRCC4,3.190203773,2.78137554,2.878520336,2.537419841,2.711315513,3.977194283,2.821851062,3.618738913
SCARA5,0.038243287,0.906786892,0.330828171,0.780238447,0.437791975,0.893530707,0.088944647,0.732185782
HSPA9,33.17245325,33.98977569,31.44853299,30.3984207,33.34108343,32.77763632,32.09528121,34.38864945
AC010273.1,0.717162704,0.888302643,1.033983747,0.345083321,1.296277339,1.077175421,0.893543132,0.612965106
AL157935.1,0,0.023818999,0.024259639,0.103634547,0,0,0.022362217,0
KBTBD11-OT1,1.179285337,0.883787169,1.275193759,1.762423087,1.630022364,1.59762664,2.212624761,0.996087099
RHOV,2.553253454,2.710755807,1.326667856,2.489052601,1.108804971,1.726569348,1.983089274,1.564445134
FAT4,24.73442788,21.00598416,24.65230258,24.54472558,20.42056706,20.08730377,23.21780069,23.33357813
AC046168.2,0.092379618,0.049039116,0.049946315,0.053341311,0,0.092502537,0,0.189498363
TRIM54,0,0.282312019,0.044236099,0,0.092429327,0.061445245,0.040776257,0.062937589
UCK1,13.73445729,13.95644499,11.84931719,15.52089265,12.22248554,12.53120307,14.98967359,12.6629743
AL023581.2,0.204841763,0,0,0,0,0.205114321,0.306265146,0
AC084262.1,0.22584418,0.079925271,0,0,0,0,0,0.231637146
APELA,0,0.136020444,0,0.063408641,0,0.018326822,0,0.037543865
AC092279.1,0.877332314,0.438330469,0.530146733,0.417186993,0.652970374,0.49092629,0.540122558,0.767507289
COX7C,110.3777453,102.3688727,108.3423527,108.958232,107.599312,113.6207781,113.7800373,107.7390897
PRDM11,1.748002633,1.623314364,1.44283939,1.564331514,1.282871315,1.28330349,1.281480161,1.572374219
MAGED2,98.57320051,104.7559595,98.70900344,100.5995349,101.0428345,104.8661619,98.94322648,108.0639551
FLJ34503,0.200572333,0.053236256,0.189773846,0.028953332,0.045317013,0,0.024990149,0.231431703
RAD50,0.549682838,0.387013034,0.606900628,0.434329617,0.407880942,0.585177241,0.432551327,0.486633192
RAET1E-AS1,0.420518131,0.644884646,0.454717852,0.431667864,0.253363298,0.701796107,0.046572551,0.718840897
AL731537.1,0,0,0,0,0,0.537876985,0.133854601,0.275470304
LINC00968,0,0.105675843,0,0,0.035982346,0,0,0.020417781
AL136988.1,1.373574501,0.816651409,0.831759035,1.078645281,0.943443833,1.265369982,0.985763036,0.845284242
MLH1,13.38175791,13.93532855,15.35280702,15.23181366,14.17696295,14.47345189,13.7212335,16.02344933
AC074044.1,0.319866062,0.42449702,0,0.369390463,0.144540118,0.480437505,0.239120736,0.164035358
AC009159.4,0.055673389,0.059107709,0,0,0,0,0,0.08565214
ZNF586,5.25314533,3.920602926,4.480556603,4.725048878,4.355839018,3.801879802,4.63126246,3.805308428
AZGP1,0.062841415,0.066717909,0,0,0.056793181,0,0.020879136,0.085937753
RPS4XP17,0,0.238821798,0.081079959,0.086591199,0.271060646,0.075081635,0.074738444,0.076905171
AC079447.1,0.652451334,0.783051101,0.674839116,0.753469433,0.487106726,0.539698696,0.763434644,0.698281975
AC098829.1,0.560999932,0.529427816,1.145846652,0.503890133,0.338003959,0.312081327,0.497047734,0.895050701
RCOR1,13.67373262,12.92032859,13.92820871,14.79073185,13.2309675,13.91099746,14.65608598,13.51958683
AC005822.1,0.273386492,0.232200691,0.472992565,0.56828615,0.395318621,0.383250357,0.490498145,0.112159573
TP53I3,2.1519017,2.154836472,2.088931157,1.835568635,1.171293852,1.934391289,1.194328096,2.257259909
MPHOSPH10,12.06221217,10.66120677,10.57061963,12.32304134,11.50264675,11.18178111,11.16684799,11.04386563
AL513217.1,1.600879587,1.341815468,0.819983013,0.486510912,2.360570619,0.421844655,1.511699201,1.382688501
TCTN3,10.55999644,12.57093331,11.03945275,9.460229587,11.03384193,9.695804243,10.66559106,11.64047932
SLC25A51,3.728035658,3.162871436,2.933438067,3.478789329,3.324103599,3.199710955,3.301208298,3.021374837
TRAPPC2B,4.141293583,3.647680088,4.610779261,4.003116318,5.15662361,3.47102846,3.822082669,4.058740299
MIR3155A,0,1.463997039,0,0,0,3.451923943,0,0.707152427
AL096701.3,0.573972858,1.828138434,0.543071096,0.91140534,1.167143112,1.652367654,0.715136889,1.986847047
SLC24A2,3.634440561,3.088027245,2.104352679,4.233599941,2.010713196,2.865074393,3.360511339,2.033762222
SREBF1,7.160329268,8.618621671,6.851912845,7.561579186,7.431990078,7.712707176,7.691488719,7.004595769
ZNF761,3.777883504,3.718067999,3.877630977,3.324044007,3.99958206,4.767667885,3.418942946,4.083902772
AP000919.1,0.084319652,0.134281608,0.455885824,0.048687371,0.038102112,0.042215923,0.084045916,0.30268866
HSPD1P11,0.099652749,0.105800021,0.395109976,0.191803068,0.390266812,0.033261782,0.165548728,0.374765857
OBSL1,18.67092917,18.51116181,17.86767432,16.65021459,17.90528876,18.16564649,15.05125418,19.95831221
AC040977.1,1.813118342,5.424898648,2.851745262,1.332444171,4.468944471,1.980579102,4.435933661,2.704909574
TRAK2,5.28516021,5.113291567,5.079096299,4.736624117,3.962464098,3.838703045,4.518610561,4.45873804
DHFR2,3.543379981,3.55582539,3.411658114,3.23716153,2.972038316,3.657453821,3.326253786,3.211100395
AF131215.5,3.38226605,2.786049032,2.806060714,2.491718702,3.004034154,2.773644922,3.022532148,3.110157759
PRDX3,24.91767857,24.75084722,23.77742761,20.12002396,25.43531723,23.44318028,22.34651045,23.92770371
RPE65,0.58485855,0.758922603,1.194578062,0.575350414,0.35237884,0.910990503,0.323866591,0.933116076
BEST3,0,0,0.008907808,0.009513298,0,0.008248806,0,0
AL353764.1,0,0,0.128975293,0.137742119,0,0.119433655,0,0
MYRFL,0,0,0.017347982,0.018527175,0,0.016064572,0,0
AL162726.3,0,0,0.013803181,0.014741423,0,0.012782017,0,0
RNU6-942P,0,0,0.571348496,0.610184714,0,0.529079932,0,0
PON2,12.13699436,14.26016163,15.17619353,8.800441827,15.34310468,13.0517397,10.46991669,14.4853081
GDPD3,3.139246049,4.507345722,3.103591617,3.901503635,3.701748099,2.634487909,5.572697592,2.115847927
AF131216.1,0.086889846,0.020499959,0.052197993,0.100342876,0,0.067670913,0.028869256,0.04951033
HNRNPUP1,0,0.180251888,0.183586454,0.784261434,0,0,0,0.174133631
ROMO1,33.74461651,34.03063202,33.52806451,35.0630216,38.64873046,38.87004044,33.31396945,40.88791596
CYP2G1P,0.09006185,0,0.194772725,0.052002998,0.264529715,0.157817949,0.044884737,0.138557943
PIP4K2B,63.22668882,56.83434568,60.72573064,62.73564156,53.77668697,57.13752798,62.69993859,58.33621382
HIST1H4A,0,0.384768453,0.783772936,0,0,0,0.180617907,0.55756249
TEX12,0,0.051968726,0,0.113055869,0.353904289,0.098028663,0,0.351433327
BICD1P1,0,0.049119377,0,0.053428612,0,0.046326966,0,0
VN1R85P,0.530857526,0.704505617,0,0.306524715,0.119941154,0.265781937,0.396850612,0
AL031768.1,0.32260386,0,0.087210113,0.093138038,0,0,0.321556558,0
AC019226.2,0.133340393,0,0.144184644,0.153985293,0,0,0,0
RAET1G,0.03804598,0,0.041140168,0.043936584,0,0,0,0
TRMT112P6,0.151979372,0,0.164339487,0.175510119,0,0,0,0
TRDN-AS1,0.010878647,0,0.011763381,0.012562972,0,0,0,0
PRR7,15.15505365,13.75264938,15.2490721,18.71738166,13.6387713,12.7471837,17.90441253,13.31856946
AC087392.3,0.193286586,0.273613122,0.104503058,0.29761716,0.145569606,0.032257295,0.16054925,0.099122221
AC013565.3,0.175578654,0,0,0,0.158679912,0.263718413,0.262512982,0.090041148
F10,0.359951145,0.484063537,0.05189668,0.415681861,0.23855868,0.432516107,0.16743188,0.369183992
PPP4R1-AS1,0.298344731,0.47512305,0,0.516805523,0.134815123,1.344337662,0.148688092,1.223989425
AL583810.2,0.034748818,0.018446183,0.056362282,0,0.125617534,0.017397527,0.051954014,0
AKAP8,9.251638154,9.277433749,8.908301896,11.01840763,10.37122452,9.514325193,10.08735873,10.015359
ARL4A,1.936936768,4.07912907,3.107359258,1.74179377,2.927089605,2.464136665,2.041423619,3.924388166
AC010261.2,0.242229334,0.15430303,0,0.111893341,0.394048317,0.339572295,0.24144296,0.049688517
HACD2,8.103786657,7.683864107,7.94025993,8.870427714,6.951431572,8.294422967,7.698353057,7.791495567
PKP3,0.014929054,0.015849981,0,0.017240498,0,0,0,0
CD19,0.020854418,0.022140863,0,0.024083277,0,0,0,0
AC104667.2,0.034140294,0.036246303,0,0.039426186,0,0,0,0
AL359644.1,0.033833828,0.035920933,0,0.039072271,0,0,0,0
PDE4C,0,0,0.018678365,0.009973994,0.015611039,0.008648267,0,0.00885831
AC146944.2,0,0,0.110750524,0.059139279,0.092563282,0.05127858,0,0.052524003
LINC02067,0.079488684,0.084392096,0.171906612,0.137693703,0.143676434,0.07959445,0.09903829,0.081527591
CLIC4P3,0.15036257,0.079818987,0.162591194,0,0.067945388,0,0,0.077109706
TCP11L1,5.127223648,5.208776057,5.225444818,5.604949976,5.375909955,4.807237992,5.205024635,5.593483516
AL359091.5,0.138230627,1.027303546,0.298945179,0.319265351,0.249852967,0,0.413345625,0
CETN4P,0.322394811,0.2800492,0.475383274,0.169232152,0.172170584,0.264128551,0.146067358,0.330664328
RPS23P8,4.111732834,2.910248659,4.260874691,1.978477708,4.335327546,4.117203831,3.586086438,4.744349918
AL138820.1,0.181172017,0.282864649,0.322669198,0.258451471,0.317838407,0.330812089,0.28680966,0.349777185
HPN,0,0,0,0.038632997,0.045350531,0.06699592,0.033344844,0.051467307
AC087286.4,0.151571921,0.24138289,0,0.087519791,0,0,0.302159715,0
PSMA1,5.617665884,6.1642214,5.500419221,5.91385627,6.145013002,7.18577418,6.111571555,6.58737871
LINC02478,0.092078708,0.09775876,0.099567246,0,0,0.276603678,0.091779783,0
C17orf80,6.813942843,6.809485691,8.01051911,5.390641064,6.234830836,6.264542393,6.356758717,7.411527643
YES1,12.36039294,14.39396147,12.07102531,10.04950295,14.93775359,13.49797021,11.65729219,15.33799748
SLC4A10,14.81176871,14.89864218,14.34024184,17.94387564,12.52671771,13.48179758,15.01745791,13.34841527
C2orf74,0.485130194,0.633915549,1.089521983,1.508344391,0.708246579,0.672612507,1.078700211,0.880323087
SLBP,28.54721717,26.19008326,26.4030123,28.16547584,28.19552504,27.5513282,27.0638014,26.81804026
BX679664.2,0.39955001,0.424197022,0.216022223,0,0.180547462,0,0,0.20489929
AC079807.1,1.717224869,2.80485414,3.928020908,3.508562104,2.148852271,2.843804632,3.291634747,2.980614434
ALKBH3,6.435416588,5.921411295,3.659809884,4.624232889,4.631285976,6.229180121,4.656469742,5.231496958
AP000437.1,0.054231488,0.028788431,0.058642004,0.031314036,0.147035775,0,0.027027716,0.139056353
AL590096.1,0.359188859,0.686423008,0.466080984,0.497761863,0.389542047,0.791266937,0.501231904,0.810484738
LACTB,3.74346774,4.578860829,4.571219498,5.605188733,5.274149555,4.532344851,4.795378138,4.219057958
COLCA2,0.411872218,0.174911739,0.415677536,0.158547267,0.148892468,0.329936198,0.246321069,0.422436855
HECW1,7.501740992,6.030325934,6.505231187,7.31207959,4.763738001,5.213208502,7.320011127,4.471998526
SLC41A2,1.196361791,1.573136014,1.590369779,1.305541784,1.745817898,1.077059243,1.465982031,1.564768659
AL049869.3,0.274892997,0,0,0.052909047,0,0,0.045666764,0
ALMS1P1,0.170907879,0.254030925,0.295691845,0.31579088,0.154458681,0.136908229,0.374776696,0.175291714
MIER3,8.564326394,8.75934095,8.762263188,9.142606254,8.999020608,8.860597,8.712533942,9.44808651
PAF1,19.60123763,21.35032263,24.10542432,21.11884057,19.80215872,23.80740708,21.03724727,21.01684577
LAGE3P1,0.584052959,0.248032556,0,0.404688622,1.583520613,0.116966018,0.815019645,0.599034081
ANO2,0.054231488,0.115153724,0.087963006,0.010438012,0.057180579,0.063354256,0.054055431,0.111245082
CDKN2C,6.287493812,7.398965143,5.822313243,4.781619271,5.297364839,6.961275916,5.519787744,7.357539505
SYT16,4.060046026,3.293945287,4.000977168,4.431509542,2.978357584,2.939460297,4.845880977,2.816726353
FKRP,3.616277525,3.579459794,2.971889273,3.122498079,2.554243786,3.219984004,2.894720995,3.184064794
MYH7B,0.220984254,0.416254359,0.223539829,0.18934114,0.283467028,0.214140282,0.24868838,0.212029816
AKT3-IT1,0.109354597,0,0.709488848,0.252571622,0.098829655,0,0.108999588,0.112159573
SAMD8,12.35674201,11.37905047,13.24520797,14.07444022,11.91148859,12.1882793,13.22158473,12.54743242
AC008060.3,0,0.112404267,0.114483687,0,0,0.106014144,0,0
DSG1,0,0.011428766,0.011640192,0,0,0.010779047,0,0
TUBA3D,0,0.037561876,0.038256752,0,0,0.035426504,0,0
AC073569.1,0,0.089990822,0.091655606,0,0,0.084874892,0,0
AC092652.2,0.06395512,0.13580063,0.207469307,0,0,0,0.254989986,0
