gene_name,GG7_with_T_fpkm,GG7_with_T_1_fpkm,GG7_wo_T_fpkm,GG7_wo_T_1_fpkm
STAT1,115.30548344487,114.490445179549,12.6654609184721,13.1844750270156
B2M,332.950451096441,246.059559727118,19.5634533030437,20.6271353672922
HLA-E,273.521320338745,306.866932386619,61.0608377289044,57.6077369730691
HLA-C,272.293941858915,204.218029858681,31.312932507214,28.3805023471234
TAP1,49.8990796615838,37.4462209586136,4.05781003017739,3.78293167617117
APOL6,10.6203731421101,7.61059275940436,0.151293256271903,0.245163812557611
GBP2,15.5573530561921,11.2810852771536,0.187053845733708,0.24825166216884
NLRC5,8.42300673163434,5.99915250128781,0.259615856461219,0.321461784189567
BST2,68.3788161371646,52.0181264062918,2.189439208905,1.59861153758054
BTN3A2,19.5321414169369,17.0819325876363,3.1239421998473,2.82705599188581
HLA-A,271.796524771718,206.672237564939,51.625168844788,49.0596583682091
IFI6,127.813405736261,105.045041262902,18.5282875018332,19.5462229719157
PRPH,24.5141034340262,25.3347338512739,4.98335703238665,3.92386791403464
LAPTM5,28.520733950808,14.8486637636943,0.140309014666579,0.141001147697608
SERPING1,46.6190470040681,32.9510848717811,6.41734932156309,5.44535239977342
IFITM3,100.711010167174,76.2343552481172,14.6535487409424,15.3251406905772
GBP3,9.34058216992481,8.34028905280426,0.380107435383554,0.5237337835966
WARS,82.2675624145989,61.4525056585977,17.8620471792474,16.8721412257726
BCAN,10.2767387740982,11.4397594341834,39.0029657815917,37.8339806884466
SPON1,105.645196296049,86.9952356439362,287.730081163871,287.630091448412
ICAM1,18.124404582224,20.2118491024946,3.6359696738278,2.95841790126733
SOCS3,31.0871276545604,18.490024270213,2.18428393644438,2.25837783737795
IRF1,7.03218719298514,5.61245315825974,0.739539309656181,0.510530280673416
PSMB9,10.8429733993328,8.7533195001314,0.265840112279155,0.432034034176646
IFI16,15.6390154406275,10.5595186159603,1.34978885872,1.74400361753671
VGF,684.811569205821,499.856858823625,176.115141838901,176.998130603687
COL1A1,1.69384847649448,2.18429418784418,9.39317974483952,9.21488954905242
IFIT2,14.0325003896237,12.1354842990023,1.75489478654506,2.18098794263914
IFIT3,15.0470153303033,12.1424497541196,1.33403401798267,1.07103457010116
COL3A1,5.67089866973394,6.54848792596336,20.8631601139851,20.0454216413085
IL32,16.3054045944976,9.88881286552546,0.063622688136613,0.0899107505379339
CD6,6.15211834196559,3.66946948165095,0.137069624860954,0.174334500589867
ITIH5,1.55983831509371,2.24817448956415,8.75811231265863,8.40245098105509
SYTL3,12.1822458704687,7.27852000245946,0.229121864726786,0.259033617416505
GBP5,3.32535671115156,2.66218885177658,0.0501449603906156,0.0850370424097939
HLA-B,309.612478587292,227.111903309072,25.0271344248333,29.0698637075035
BTN3A1,26.2005377840046,23.1824878505178,7.13124368255603,8.1766557924037
MYO1G,4.96137467370692,2.36247915067873,0.0877299786139529,0.0859586749213014
ATP2A3,6.15513951135302,2.98436554621476,0.155500846178667,0.167429913521677
HCP5,11.301164960575,6.17336262723716,0.130124414423449,0.183890120125067
ITGB2,5.4331658804681,3.53545969599501,0.0450563203392065,0.0339589346448409
BTN3A3,11.4990137715695,8.66554254216501,1.93953337484686,1.84597989834562
CD7,19.9521464387497,10.6245037975888,0.0746490699197043,0.0632958534134325
PGGHG,24.1023066616729,15.0121692985473,3.66798707010874,3.82869718130054
LCP1,33.9311389580131,17.3431463252539,0.151278309299341,0.148223939150009
PSMB8,16.220484929679,10.9422918777159,1.85635698023963,1.34779125080655
BCL6,20.2623457308517,19.0072467796954,6.99690459209913,7.10376390994018
GZMB,17.015294336171,12.5524831745803,0.361738494384109,0.286274300401645
HCLS1,6.77417626504946,3.33272577119456,0.100218538302764,0.0793114152496999
TRIM22,23.0840024584676,17.7140055248033,5.96047092940054,6.13472103072382
DTX3L,10.3144934706396,7.21569243454412,1.60917532177157,1.25872599198901
ZAP70,9.00938971992715,3.71806324025646,0.0399462348327903,0.0564514964735335
ITGAL,10.8952024382575,4.78912532120401,0.0157729609263281,0.0267481704396999
IFI44L,6.55947689274631,6.49967754992604,1.73460673262149,2.00614064565504
FMNL1,8.15239321834889,4.38346928441776,0.640037440334186,0.79214504333495
IKZF1,3.68890697068381,1.93272806633463,0.233491772907584,0.168943369647564
FXYD5,12.4150745059474,6.54949252049611,0.511606764693596,0.732635933317523
ACAP1,4.03785305000267,2.53584771180314,0.281996141202198,0.233276053208109
TNFRSF1B,7.76203427043048,4.40907638060926,0.0406595604548044,0.0919352942568975
VCAM1,14.3308760716787,14.2740658913452,4.29492849939119,5.15135537038069
TCF7,3.62882513935959,1.73256590796414,0.116660035359709,0.177764713361088
S100A4,27.848343943575,13.6346564763156,0.697149484689141,0.731864737598242
DDX60,3.64506859643119,3.71723967788465,0.559563898557369,0.453088910199709
NCKAP1L,2.55985254815581,1.30588442567749,0.0867066277875387,0.0762425515037225
RUNX3,6.14889810314741,3.42640051722666,0.32726016917319,0.204129010639827
CD44,19.9136580445399,14.131303799406,5.60209407339488,5.42207482142455
SELPLG,11.1880921905531,5.9550424252635,0.552572230174475,0.393336100569038
DEF6,9.57765167746624,5.4551179616478,0.421165946054835,0.408127683502722
TRAF1,4.52566338363923,2.83938031512279,0.403644965023645,0.304227084763275
SOX10,0.432244352375365,0.223781423846017,4.81521712807526,4.44839618135858
PARP14,7.83204526203992,5.68692198779592,1.81890869771716,1.91890873498245
OAS3,1.91578911239451,1.9229911820065,0.16083793970398,0.104904956420881
CD37,5.01012860251475,2.85987747706121,0.134932544372405,0.0554719727904311
TRIM69,13.203863638346,11.5297149067432,5.09586658831926,4.88917484735759
SH2D2A,9.10156559496121,4.57198871051646,0.223508884209226,0.0918864963300095
CD4,5.65850581826585,3.5224401636974,0.44548375786688,0.415504200293065
ARHGDIB,55.4741003521895,25.8486589266348,0.388516091780002,0.301975222001763
RARRES3,13.4385068629958,9.94201279151666,0.785855297268634,0.533069004113127
NTRK2,41.16703448079,35.2650411283961,76.0719177415673,75.7163681941402
PARP9,5.79259661305899,4.71146386398862,1.23919919870203,1.49136163007405
PEA15,186.325043594177,173.054798848316,334.333258242569,329.941027366545
MX1,2.58975370918304,2.36614860241396,0.373212859578536,0.368356497590358
