gene_name,CtrlBF_fpkm,CtrlBF_1_fpkm,CtrlDM_fpkm,CtrlDM_1_fpkm,CtrlTL_fpkm,CtrlTL_1_fpkm,hCO_wo_Tc_fpkm,hCO_wo_Tc_1_fpkm
GABPB1,4.511720946,5.178367043,5.244032553,4.43656191,4.738105185,4.442216498,4.595973282,4.616857063
TRMT44,2.362105783,2.74371317,2.243649242,2.196825054,2.118675975,2.581587273,2.538939647,2.447384603
RHEBP2,21.83151034,24.49799142,25.47914789,21.48132593,25.60242684,21.30862383,23.48032787,25.61070372
SMIM3,1.122266726,1.50048947,1.465812447,1.424357701,2.662630202,2.035543088,1.978905542,1.06549304
ALDH16A1,2.430779916,2.027411007,2.03953867,2.330280749,2.916898836,1.844184347,2.208961278,2.622693256
AL158201.1,0,0.121005621,0.148780449,0.047374131,0.100480482,0,0.045154477,0.185854163
LINC00987,0.151832648,0.373429811,0.34435831,0.263158377,0.09302644,0.282796235,0.271730797,0.344133525
HPS5,3.554268397,4.522860201,3.675267958,3.124792669,3.343080762,4.020454925,3.600341273,4.218511041
COL4A2-AS1,0.324873666,0.559314873,0.687696299,0.766408163,0.812775455,0.868853163,1.043570127,0.644294433
AC048344.4,1.775400678,2.005892048,3.993075287,2.3559416,1.784624881,2.448286427,3.101007247,2.420688763
MEF2C-AS1,0.453542638,0.710433004,0.566595298,0.616411833,0.486292317,0.417579778,0.623355684,0.560327263
AC004918.3,3.60346358,4.625685162,4.215392452,3.067999934,2.440209243,3.106737121,3.10701852,4.701608027
ZNRF2P1,4.8234807,3.84457779,4.474928058,5.659423674,5.874117633,6.211149903,4.935172781,4.605852262
AP000873.3,0.229023211,0.262863387,0,0,0.327414208,0,0.073567607,0.07570039
ZNF467,14.63000941,14.8584635,15.86933414,15.87279441,15.36535477,13.40700176,16.92232554,14.21029785
AC009108.3,0.133091914,0.257778121,0.1584734,0.252302626,0.089188934,0.233589257,0.192385048,0.263949924
BMF,1.846537304,1.524844108,2.977029326,3.115160037,2.682037498,3.230085653,2.720907463,2.842371072
AL442647.1,0.24314869,0.732574573,0,0.245833328,0,0.487713834,0,0.964432416
AC092902.1,0,0.971782597,0.477935652,0.913095219,0.726252751,1.811508525,0.217578328,0.895544386
RNU6-1099P,1.093032894,0,5.784361397,1.105101222,2.929898169,1.644324911,2.633307798,0
AP000350.7,0.014564697,0,0.00770768,0,0.039040984,0,0.021053345,0.014442466
AL592114.1,0.363212794,0.208440325,1.025137341,0.122407692,0.259626587,0.607117893,0.466689746,0.120054863
ZNF718,3.624378023,4.459970656,4.137916567,3.42410707,4.433964163,4.028222905,3.893506917,4.548422803
ZMYM2,16.39922568,17.75407842,17.45247768,14.89577932,15.55294425,16.52881809,17.21040099,16.65759906
SCAPER,4.14528724,4.977468789,4.195480524,4.700297237,4.131383543,5.167655732,4.300479688,4.525044624
FBXL21,0,0.117005436,0.031969353,0.167962828,0.113351949,0.045439764,0.160093145,0.059903408
SIAH2-AS1,1.458616459,0.228291785,0.140346184,0.804393407,0.284352929,0.132987729,1.533409167,0
FAM242C,0,0.044784999,0,0.105200917,0,0.15653271,0.200543726,0
DHDDS,3.991835822,4.146886001,4.678448556,4.81773578,3.820700304,4.202588097,4.249620454,3.999783526
ZNF276,4.039159055,4.385203316,3.791727947,4.020071668,4.330821069,4.398371725,4.582884512,4.059913757
CYP2C8,0.318429264,0.117475703,0.337027358,0.298949008,0.170711297,0.228111974,0.197267632,0.202986578
ADRA2B,0.052041465,0.059731045,0.018360328,0.035077375,0.018599769,0.121783779,0,0.154814147
RPL10A,401.3542511,499.6943665,445.8663609,461.402952,558.0325825,399.6319356,465.5393453,494.5270977
SPRYD7,5.007334226,4.6871926,5.392444935,5.027217956,4.280107529,4.88144599,5.280964758,4.930588537
WASHC4,7.512861781,7.591947394,6.25519549,6.505210359,7.794716618,8.570867378,7.320445165,6.914991696
AAMP,25.4580937,24.09507096,25.40753111,29.37316816,26.59750361,27.96033121,24.76651143,26.86954014
SEC24B-AS1,0.746807111,0.857154371,1.053899902,0.663531171,0.873526915,0.680893055,0.610633914,0.852742632
NT5DC4,0,0.023828799,0.043947456,0.041980768,0.10388136,0.041643258,0.026675875,0.096072306
CACTIN,8.292138325,7.434038906,8.370900015,7.767829275,6.963135343,7.330948564,8.757783579,7.238570019
AC055855.1,0.818681638,0.604060062,0,0.354737492,0.501598567,0.117295177,0.563527869,0.57986499
CCSER1,1.317608681,1.859932883,1.660477316,1.625682608,1.257109258,1.528622462,1.684019696,1.577826257
SLCO1C1,0.096258864,0.041430731,0.101880933,0.085156463,0.025802395,0.036202215,0.011595224,0.083519649
AL391987.5,0.42580529,0,0,0.574008887,0,0,0.136778609,0
PKD1L3,0.134973479,0.038729247,0,0.034115935,0.060299885,0.101524966,0.032517477,0.055766973
CNTF,0.277875047,0.611289222,0.588209084,0.218511303,0.496566691,0.278684423,0.327286513,0.673549619
LINC01152,0,0,0,0.029421705,0.093605107,0.043777747,0.028043188,0
LAMTOR5,20.54540243,27.10850224,25.08881977,24.33744801,29.14438908,23.18397134,22.22961693,25.81224809
TXNDC5,0.279923058,0.390130729,0.47967875,0.566027455,1.086206151,0.454528837,0.411052925,0.528712095
AL160314.3,0.45744923,0.328150838,0.322777924,0.077083332,0.490480997,0.458781657,0.073471691,0.907220323
RPL22,55.46721721,65.88495056,56.6181744,58.93349983,63.8247215,52.53481124,59.59048437,62.08592897
COX4I1,42.12510455,48.35295748,47.94356839,47.79678094,52.32399488,42.62720175,47.6035228,43.73188801
NRSN2-AS1,7.886076185,7.708956987,4.809944403,7.027180802,6.950722994,6.300426651,6.762334425,7.886163863
CEP170P1,0.777657042,0.921826997,0.89054197,0.683129391,0.451077848,0.728779713,0.51598366,0.834338115
AL596094.1,2.754363688,0.364770569,1.34549276,0.642640385,1.817386111,0.637473788,0.816707056,1.050480054
AP000873.2,1.547121074,0.84290587,0.932742804,0.871201701,0.965904808,1.276655477,1.226701657,1.145747971
AC012313.1,3.131793547,3.285176907,3.658858274,3.010648897,2.954249679,3.913271929,3.248902258,3.088540479
VRK1,13.29803577,14.56583119,14.57094127,13.16475995,15.46930711,13.57187271,14.97127611,14.24303948
AC139256.1,0.090034272,0.174382235,0.19058558,0.13654253,0,0,0.10845417,0.178557349
AC007406.5,4.574877111,3.811104495,3.865851122,3.114677247,3.283334466,4.495698425,4.177572529,4.024299615
EYA1,0.055881858,0.005344907,0.164293552,0.138108318,0.392789279,0.124543615,0.095736312,0.129296717
E2F4,13.41940469,12.68998316,11.45584539,12.94035893,13.89828524,12.50886589,12.77455694,12.17360336
TYMS,22.30185375,23.37573858,22.12600199,22.02149076,29.11607064,21.93942177,22.19889135,26.8569048
SNORA5A,2.618384769,1.878296214,1.385656723,0.882431573,0.935818221,0,0.420543186,1.298205201
BSN-DT,0.314514651,0.058015757,0.142664618,0.545121003,0.240875224,0.067592303,0.411334211,0.178214365
EIF4ENIF1,8.775433636,8.654487526,7.97564939,9.261035236,7.327345925,8.212975906,8.539985125,8.816159035
AL157777.1,0.192359407,0.16558664,0.407188598,0,0.412498821,0,0.185371009,0
CENPB,19.00510945,21.96098642,19.00366394,20.83874589,25.21239274,19.12241794,18.49323851,21.78577269
DCK,21.61864611,19.67048184,21.34692851,20.70309712,20.80926808,18.22855013,22.3350525,19.83795937
GUSBP2,0.564724866,0.80210776,0.896562051,0.456768057,0.363301714,1.076102541,0.408156351,0.783979706
AC015712.6,0.150419213,0.172644963,0.090974033,0.231740972,0.130560626,0.107755246,0.179467474,0.071027069
SENP3,5.26104028,4.762105635,5.939536196,5.979989535,6.068276007,5.580154959,5.653714714,6.038942916
OVGP1,6.469630618,4.980887412,4.918622539,3.592978108,3.41954613,4.592195283,5.268667258,4.788912266
ELMO3,2.361800009,1.642105024,1.61041114,1.400581685,2.191450048,1.639854902,1.44438211,1.891598414
PCYOX1L,5.318742368,4.387704908,4.956308475,5.260565879,5.155249727,4.918705314,4.939806001,4.748606031
IGLON5,37.47391556,33.84219843,46.97762672,40.95044601,41.45502351,34.36487631,46.66512436,35.37932978
TYRO3P,0,0.037218735,0,0,0,0.043362357,0.06249847,0
AC091516.1,0.915006911,0.501235234,0.176081556,0.588706128,0,0.834247347,0.320641746,0.412421757
FAM114A1,2.064891951,2.025521321,2.376088836,2.257619024,3.063551089,2.492311809,1.596527323,2.857064208
LYPD6B,0.310141924,0.120139233,0.525209584,0.250852996,0.631819992,0.388806606,0.508086649,0.369046931
FBL,53.17582395,76.97850849,67.30435895,65.19029236,81.7723388,53.87049547,62.34335005,64.81785829
ZNF518B,5.308802132,5.368499561,5.340761082,5.530066365,5.663395095,5.587789497,5.358811554,5.891704804
AL133406.3,0.108091053,0.744374692,0.800829332,0,0.115896157,1.084058937,0.520820581,0.107183917
AL158064.1,0,0.00978869,0,0.011496921,0,0,0.016437371,0
RPL36,153.8888806,173.0601947,175.9527886,181.4282422,191.8802175,141.662837,164.0481217,165.3585066
LINC01102,0.435883851,0.286349905,0.37635792,0.313126464,0.614945281,0.79377866,0.375832631,0.705210462
AMDHD1,0.021771132,0.056223014,0.092170762,0.02201151,0.023343195,0.04366909,0.041960377,0.086353684
SOHLH2,0.120429779,0.118477996,0.182090812,0.13915367,0.332037886,0.224306752,0.149213028,0.153538832
AC120053.1,6.356223896,5.403164054,6.138810716,4.739472838,4.429878645,7.01221167,5.895604062,6.460452334
AC009065.8,0.148419441,0.511049122,0.078543994,0.300116322,0,0.074425874,0.500595823,0.073586928
AL158163.1,0.780169628,1.190536812,0.86326946,1.290736783,0.570344034,1.138097533,1.0935653,1.125268628
ANKRD27,5.31543775,5.716333287,4.87734702,5.569822711,5.52365067,5.43544805,5.602995105,5.573495448
ZBTB43,5.713390816,6.538559004,6.512246012,6.380110411,5.512462976,6.536727817,6.217026119,5.829896169
FAM214A,4.341781905,4.541304544,3.978454588,3.932708164,3.807139242,4.408113091,4.143924421,4.511764822
MIR3187,27.56785107,36.67507522,46.86159069,54.05523694,61.8041091,35.18855311,61.98806556,35.62027795
BUB3,14.88704217,16.87850556,15.66704738,15.15826072,15.96201463,14.0047615,14.27830251,15.87293081
PSMD5,8.286037722,6.814757022,6.828861493,8.230784929,7.681859816,7.754396856,7.53998254,7.169810796
AC009084.2,0.104052064,0.071655998,0.04405172,0.126241101,0.06693931,0.083484112,0.180489353,0.04127153
TOR1B,8.919238534,8.43871838,7.803026029,9.342679864,7.689397469,9.146686769,8.691996327,9.143182081
AL590822.2,0.083618579,0.131964186,0.250756754,0.084541824,0.13448484,0.125793207,0.147731329,0.069097353
C10orf143,0.094679108,0.06668311,0.072879207,0.043511124,0.110744458,0.077690359,0.058061452,0.068279657
FLJ45513,0.111385257,0.239706374,0.029472699,0.140768846,0,0.223419385,0,0.165675711
AC018557.1,0.882059227,1.237366981,0.760691996,0.825739042,0.525417493,1.081212526,0.912978111,0.647893844
IL3RA,0.786536244,1.766257492,0.651501757,0.622346478,0.58666499,0.583046202,1.02160023,0.949486533
AL356056.3,0.212258656,0.091358146,0.336983668,0.321903351,0,0,0.306820981,0.21047731
SS18,10.51715041,11.13440789,9.983013175,10.89308923,10.69489131,10.9200588,10.4469115,10.5043902
AC114956.2,0.102232972,0.264012265,0.216407926,0.20672348,0.328845214,0.102530749,0.098518858,0.506874991
S1PR1,7.512586896,7.401846447,6.209411733,7.063507412,8.031051145,6.973033212,6.009669211,7.88252236
AL031775.2,0.144388296,0.248584388,0,0,0.774071862,0.724044303,0.278285367,0.715882704
RAD21L1,0,0.092194759,0.022671307,0,0.022966967,0,0.020642046,0
AC023632.2,0.228809848,0.337652355,0.345962364,0.396576291,0.210284475,0.295040971,0.251996811,0.486191998
LINC01122,2.080928502,2.709686576,1.95650591,1.943708563,1.710201038,2.06580198,2.310708566,2.115836849
AC100810.1,5.750411331,4.264670133,4.400840161,5.456123812,4.885084376,5.855886296,5.029976438,4.561721555
MIR6819,0,0,5.073169422,3.876912485,0,1.922871754,1.847632357,0
HEYL,0.015973029,0.096249213,0.202871348,0.032298779,0.017126419,0.112136881,0.107749114,0.110872847
RNU6-986P,1.719919407,1.974052491,0.606790852,3.477818553,1.229408251,1.724929074,0.552478303,4.547960705
COL6A2,19.33679907,16.83240767,38.6455698,29.30898331,69.98724894,35.53046441,31.3257044,27.31372966
RABL2B,6.784159106,6.60315514,6.93788328,6.284957276,6.900184711,7.173589191,7.267301476,6.746981058
AL355472.3,0,0,0.754788621,0.288404465,0,0.572171595,0.274891643,0
RLIMP2,0.074826948,0,0.079197271,0.151306245,0.120345146,0,0.108162739,0.111298463
PDE1C,0.321559348,0.236740612,0.179126451,0.397831643,0.231364652,0.271575549,0.224253186,0.272709821
LINC01251,0,0.414307313,0.636755833,0,0.129011977,0.12067405,0,0.238627568
ALG1L10P,0.135993628,1.287724939,0.863618609,0.412485456,0.145813537,0.545558963,0.655264964,0.134852323
KIDINS220,43.54770555,42.71320419,45.78494123,44.77900799,35.14977587,44.09831369,44.46741847,38.46767421
AC015802.6,0.041370541,0.13354706,0.164200567,0.167309276,0.155252475,0.17633693,0.159470214,0.174349219
NELFCD,12.95264806,13.45179799,11.86161464,11.62181157,11.97648213,10.55991829,12.8220933,12.19944604
LINC00570,0,0.061016168,0.075021414,0.03583207,0.075999783,0,0.034153204,0.105429998
FANCL,19.54090856,19.45080079,20.45126681,20.73714197,21.00392008,19.96254982,21.82151863,19.7856089
SRD5A2,0.025162332,0.054150536,0,0.050880306,0,0,0.048496374,0.024951161
Z93241.1,0,0.530675256,0.652482935,1.068486423,0.188854882,0.176649363,0.16973731,0.436645324
SH3RF2,0.016171809,0.069605004,0.03423267,0.024525546,0,0.040547282,0.038960721,0.048108268
ESCO2,1.078158434,1.022803316,0.776278276,0.800862268,1.218922893,1.103366145,0.897629993,1.258204481
CSK,16.99295428,15.3768754,17.26764778,16.84420916,19.30386168,14.73247956,16.94282914,15.55611549
NAP1L3,47.1540769,54.63016353,54.27041732,55.13508708,47.06644375,51.58054298,47.61906583,59.4586837
AC008735.2,0.312712619,0.358918635,0.11032561,0.316165323,0,0.313623468,0.200901201,0.103362743
ORC4,10.14742804,9.745818543,9.684831227,9.006048134,9.438380207,9.459925101,10.28446262,9.437847453
AC135983.2,4.273812385,3.254481479,2.413944494,2.596754893,3.414782933,2.802555178,3.682929852,3.056210418
PNPLA7,0.427910983,0.338078256,0.384657714,0.32003182,0.333108511,0.364489824,0.423662692,0.238316606
FOXC1,0.163843571,0.192326816,4.508737327,1.746881861,6.116666168,2.390120775,0.588503378,2.776735051
SLC18A3,0.193313256,0.020800966,0.281330304,0.513050092,0.544089354,0.605863518,0.489011787,0.047922726
PRLR,0.044611886,0.099847177,0.028330485,0.081188013,0.071749871,0.156596399,0.030093798,0.101746222
ZNF415,5.430031271,6.232365723,6.303882745,6.256393164,5.125461543,6.268154962,5.605462398,5.860011274
TBC1D22A,2.211463637,2.386690745,2.131017507,2.836565085,2.772240431,2.8910006,2.449199204,2.389283778
SCARA5,0,0.011350245,0.348887638,0.053323937,0.819975109,0.185133312,0.088944647,0.732185782
GNG12-AS1,0.016876554,0.130748931,0.178622415,0.136503124,0.054285559,0.084628555,0.032526861,0.117144442
CDCA2,4.040138219,3.477827892,3.310022362,4.024231192,4.989673561,3.616701339,3.806841283,4.466206806
ZCCHC12,15.83158447,18.95302751,24.16338544,25.54661159,17.03096881,20.53059912,18.03491252,20.71503348
CFC1,0,0,0.074167366,0,0,0.17569679,0,0.173716294
AC067930.5,0.249263682,0.128742554,0.052764422,0.151209502,0.587977859,0.249989721,0.144124775,0.197737422
AC005288.1,2.923862992,2.751048734,2.087078304,1.787436977,1.82266921,2.250430722,2.686586351,1.348523232
ANAPC1P1,0.114526557,0.216890609,0.16970179,0.092632848,0.147355631,0.114860142,0.088292655,0.136278494
C11orf98,0.131854024,0.056751227,0.139555055,0,0.070687509,0,0.063531891,0
COL4A4,0.017410855,0.014987596,0,0.005867697,0.012445379,0.005820523,0.005592774,0.005754913
HMMR-AS1,0,0,0,0.247117724,0,0.18384824,0.294424174,0
DNAJC12,5.486551018,5.268793566,6.244710385,4.98962841,4.463777909,5.087768169,4.251035314,5.741237524
ATXN2-AS,0.24114334,0,0.510454985,0.609514592,0.258555962,0.362768589,0.580956566,0.358679375
AL590705.3,0.616848733,1.061990264,1.044601974,0.374195667,0.661390515,2.474581794,0.832214152,1.835015791
AC009119.2,0.306263881,0.115341529,0.162075724,0.038705673,0.061571019,0.191972466,0.09223042,0.132865955
CCNB2,13.82075902,16.76746514,14.65006719,15.02874536,17.12437091,10.9087446,13.29853343,17.80378048
ZBTB21,5.026636203,6.531121571,5.734783206,5.47814659,4.829643852,5.652341388,5.445152689,5.279346348
SUMO2P3,0.203046041,0.349571795,0.429810187,0.821151603,1.306246267,0.40727492,0.391338798,0.402684021
AK3,14.25733772,18.56106928,17.69939751,16.77545135,19.38477619,15.9733896,15.48664587,17.64300349
GPN2,10.51157814,9.321540094,9.347918366,9.250201064,9.041669281,8.916695019,9.971240257,9.468371898
AC092119.3,0.702128334,0.345374535,0.212324758,0.101411519,0,0.402384827,0.193320024,0.198924525
AC005906.2,0.036340089,0,0.025641706,0,0,0.012148646,0.005836643,0.036035111
NET1,9.398381163,12.10531542,11.50388253,11.69713248,11.27845879,8.498632586,11.89145036,10.62507107
GOLGA8K,0.434371475,0.42065464,0.555520688,0.67704979,0.291085519,0.217818342,0.279060535,0.466619924
LYPLAL1-DT,0.242309088,0,0,0.244984456,0,0,0.233506023,0.080091849
UQCRQ,44.81137847,46.02948619,49.48890557,47.79637862,54.39379836,42.07327002,44.79127761,47.42917445
ARLNC1,0.023040686,0.079335443,0.146318362,0.046590162,0.148226527,0.207970172,0.066610859,0.091389281
TYR,0,0,0,0,0.228679718,0.038890974,0.280269166,0
TAF5,6.030243748,6.86992013,7.443028797,7.164221083,7.482536757,6.909217129,7.363108934,7.168465604
LRRK2,0.034676309,0.041043787,0.036701604,0.074500746,0.065065413,0.078248951,0.045947717,0.085963233
C4orf54,0.023191457,0,0.018409479,0.041033156,0.01864956,0.005814752,0.022348914,0
AC025259.3,0.255638294,0.275072888,0.473495813,0.904612913,0.890817126,0.320478626,0.431114217,0.380239338
LINC01560,5.040338438,5.704743872,6.125052435,5.662210573,5.604453258,5.663494182,7.150912301,4.859203826
MIGA2,5.409749681,3.993838348,3.633812563,3.9308952,3.939880839,3.834148916,4.712459328,3.984156468
PTGES3P2,2.669086549,1.879854966,3.467016613,2.085248054,2.601652316,2.311834402,3.390520372,0.842127579
AC068620.3,0.089278259,0.076852425,0.107991567,0.33526626,0.164099858,0.153494234,0.159778894,0.088529006
C7orf25,0.07201633,0.247972111,0.438279353,0.254840153,0.328170244,0.198621759,0.208199952,0.214235834
CHKB,0.406495351,0.283267711,0.286824673,0.273989015,0.249055892,0.407679364,0.298458984,0.441472849
AF129075.1,0.662840477,0.824179346,0.935405546,0.670158991,2.132109776,1.920450002,1.916278647,0.949401117
TRPC5,0.050074722,0.025863164,0.296796485,0.232886976,0.150333532,0.110485267,0.183370945,0.17875612
CR559946.1,0,0.568794786,0,0,0.708472552,0.55223718,0.424503103,0.546012232
PINK1-AS,1.381974406,1.268938536,1.713436425,1.916205226,1.199523919,1.689599669,1.839107382,1.448683635
OAF,2.96436991,2.345741216,5.495507582,4.65388188,9.002241277,4.671863946,4.648750051,6.737096388
CRYAB,2.659809446,3.633518833,1.285180625,3.994791581,1.487932465,3.402101377,1.913097247,3.000619757
RC3H1-IT1,0.130529598,0.112362363,0,0.131970793,0,0.261819592,0.251574941,0.12943415
AC011466.3,0.173866977,1.297122698,0.79742782,0.703146665,0.683546114,0.290622341,0.781901899,0.862039133
CSTF3,14.86226835,15.93917256,14.81145143,16.93904933,16.25499454,15.56831621,16.78221705,15.61125555
AC092809.3,0,0,0,0,0.542855592,1.015542658,0.487902917,0.50204761
ANKRD54,7.715297042,6.596599745,7.890039112,6.324715711,5.547543763,7.63320519,7.158700361,6.164377094
TULP4,6.959198526,6.093049198,5.909653914,6.136077911,5.680496587,6.397050761,6.238485157,6.570387188
AMER2,21.20731177,19.77933585,19.2768957,16.98703661,14.80437071,18.63118583,18.83208644,16.82455987
AC009090.3,0,0.534566427,0.219089087,0.209284656,0.110973134,0.311403125,0.598436675,0.102630972
SLC9C2,0.238868402,0.548326582,0.204663555,0.253006057,0.231724683,0.319418883,0.537110787,0.169188385
TPTE2P5,0.550230359,0.157882923,0.388244644,0.278152765,0.26220521,0.337231298,0.235662465,0.303118134
LINC02177,0,0.009501385,0,0.044637913,0,0.01106976,0.04254646,0
CRYGC,0.092968617,0,0.098398517,0.281985288,0,0.093239409,0.089591076,0
AL035443.1,0,0.205183445,0,0.160660096,0.085189974,0.717158012,0.076566287,0.551502028
RN7SL4P,0.792911998,1.19446905,2.727473459,1.202499974,1.275250593,2.186859233,2.101290358,1.76907963
TPR,15.74861265,16.8256406,15.92170064,14.61078039,15.47949423,16.87720887,14.72929523,16.44281129
CHST15,4.755627021,5.215094883,4.211798819,6.034975649,5.185124029,5.655367095,5.43408015,5.388126013
AC005046.1,0.935636158,1.288661466,1.485424007,1.135159976,1.20383656,0.938361416,1.532795803,1.206119179
AC125257.2,6.372521906,16.77944618,14.28292314,8.337847044,13.26342364,13.15811281,11.92078184,9.292708172
OBSCN-AS1,0.609305148,0.579712152,0.661862904,0.583609804,0.5673414,0.627160941,0.695331892,0.397494509
AC090506.1,0,0,0.32461189,0.10336174,0.328845214,0.102530749,0.492594291,0
AL359694.2,0.325879467,0.09350775,0.613178125,0.219651698,0.50470444,0.544714444,0.244253565,0.718099059
SEC23B,15.70951245,17.80496307,16.45766241,18.82225539,15.54269219,16.75836452,15.6014329,17.25709947
CSDC2,13.96257035,11.92631405,13.29264047,14.38960803,13.00297823,12.37915253,13.85411591,13.38149977
GRP,0,0.059151984,0,0.208423909,0.147355631,0,0.264877964,0
PKN1,37.75757073,34.92864306,38.7669006,41.34496537,44.30914389,34.31507838,39.97059373,34.91023919
NRIP1,5.691502165,6.759567408,6.766892738,5.698678088,6.441914038,6.370686618,5.179654766,6.981309694
BX284632.1,0.108091053,0.093046836,0,0,0.115896157,0.216811787,0.104164116,0.214367834
RPL12P14,0.35802404,0.102731303,0.25262313,0.120659011,0,0,0.230011375,0.236679588
HIST1H4J,1.097428469,0.269910662,1.161524581,0.317012951,2.857632584,0.786160704,1.510798576,0
LAMC2,0.241309188,0.223110472,0.245943656,0.216865348,0.182071924,0.3764632,0.284218549,0.150660321
MSX1,1.379180657,1.163480466,3.561747815,2.900369435,4.6137604,6.058406549,2.87080235,2.516395239
LCA5L,0.02002303,0.008618103,0.052981225,0.091098483,0.085875461,0.10040676,0.067534585,0.089347456
CCDC6,10.76395579,11.7193409,12.77457905,12.48463469,10.84975797,10.83523181,10.91763318,11.65256263
TIMM9,16.13972372,16.84656396,16.54597296,14.78072885,16.26015353,15.13107784,14.91470426,16.04293139
KCNJ6,0.998785154,0.917763848,0.734713853,0.743293352,0.546444719,1.02519451,0.762096291,0.7958077
MIR7851,2.192897244,1.258458463,0.386829168,1.108554664,1.567495521,1.466189713,1.408819672,2.174493712
LINC01707,0.279795502,0,0.197424775,0.188589842,0.199999428,0,0.269630559,0.184964909
ST3GAL6-AS1,0.27747217,0.537419984,0.513936736,0,0.297508047,0.139140186,0.46793536,0.343929413
RIN2,1.102677691,1.10740694,1.301743509,1.400712126,1.644610313,1.19095792,1.205662188,1.542007709
RNA5SP508,0.98281109,2.115056241,0,0.496831222,0.526889251,3.449858148,0.473552831,3.410970529
FER,5.510968443,5.672029625,5.037246583,5.66735747,4.25091337,6.276592953,5.091371225,5.341198012
DGAT2,0.140552554,0.082782846,0.367989291,0.284208828,0.182428321,0.222571493,0.256635083,0.102695887
SIGLEC16,0,0,0.197267464,0,0.024980008,0.046731146,0.044902619,0
CMC2,2.635388598,2.796355556,2.765097631,2.585846938,2.923800423,2.399866113,2.760100507,2.803822579
NDRG3,22.14502143,22.17800568,26.27770558,25.01074069,24.24598983,22.82344577,23.78684446,22.60188046
ADA,6.294712052,6.954174398,7.05298624,6.882471218,8.310144555,5.202608658,6.322893338,6.628190278
AC093635.1,0.526822161,0.272099127,1.226701507,0.319583326,1.129726501,0.951041976,0.609219318,0.522400892
ZKSCAN3,2.789807316,3.545099843,3.476828874,3.516604634,3.081899495,3.912261687,3.63115851,3.484938291
ATRIP,2.476481268,2.11326481,2.575537236,2.209897225,2.008795585,2.181331777,2.095979184,2.231481917
C16orf96,0.091777023,0.013167235,0.048568664,0.046395173,0.114804799,0.061362897,0.029480924,0.0606712
AC245884.10,0.520569079,0.149371924,0.183657765,0.350877836,0.186052881,0.69611381,0.334437904,0.68826705
RABGGTB,8.168817289,9.807164889,9.807784361,8.528977987,10.27500869,7.895058423,9.110986683,8.45329987
RNU6-8,2.186065789,2.35225881,0,1.105101222,0.585979634,3.288649823,1.053323119,1.083859794
TWF1P1,2.397065942,3.407075344,2.419065152,3.607117813,3.406949273,2.180415588,2.202539811,3.095561433
AC008067.1,0.226453494,0.134955331,0.239679675,0.28178929,0,0.279523806,0.268586413,0.22455302
PRPS1P2,0,0.05372288,0,0.189294286,0,0,0,0.185655813
AL139397.2,0.075747746,0.326025509,0.240515545,0.153168175,0.081217384,0.455810273,0.656962541,0
PFN1P2,0.031626425,0.21779703,0.100420768,0.09592685,0.169550624,0.063437089,0.121909761,0.188166032
CCDC183,1.538875259,0.917095236,0.626443997,1.19682015,0.698074928,1.206984784,1.273831552,1.036870596
LAMTOR3,17.47675797,18.08177896,18.92222567,17.73967268,17.21055186,18.12440856,18.02862467,17.12426662
AC006538.1,1.180613448,1.333886573,1.171470037,1.790473148,1.147189151,1.18405226,1.70658282,0.585352671
AC120498.9,0.060488503,0.052069655,0.096032067,0.015289091,0.064856293,0.075830862,0.116581923,0.044985647
AC080188.2,0.234534465,0,0.165488414,0,0.08382329,0.235217601,0.150675901,0.232566172
AC004241.3,0.678652919,0.681563578,0.838005162,0.68614602,0.485104997,1.247821032,0.871996702,0.336478718
DDX3X,23.55722486,24.52299377,24.77342402,23.51597963,23.12381386,25.85483294,22.97443407,26.83681727
AC099792.1,3.125155777,3.547766216,2.802141747,3.14586341,2.911846988,2.751030406,3.314096218,3.098928418
SMPD4,10.38714717,9.187173378,10.01192565,9.563883129,10.72910832,9.789177147,10.26957906,10.2134864
MFSD11,3.533315533,3.293733704,3.542361536,2.773490338,3.245884151,3.410054106,3.165406277,3.204354886
NPM1P24,0.065410805,0.056306866,0.207693513,0,0,0.065601329,0.063034437,0
COPS4,11.69217226,12.94454751,13.74621206,12.74972573,13.09909325,11.54531888,12.81607127,11.75665697
AP2S1,24.22825437,29.2458657,31.70909521,30.35947827,34.47754232,26.91456233,30.3590718,26.47505647
AL591721.1,0.934390304,0.335142067,0.329654684,0.865981451,0.417442216,0.70283395,1.200591997,0.308849529
PPM1K,6.412905024,6.281778417,5.655305686,5.760987623,5.276908674,5.755932528,5.575313098,6.573265078
TCP10L,1.15949623,0.798493143,1.452207321,1.094145163,0.890975643,1.065967405,0.670423109,1.283904637
KRT16,0.023627176,0,0.025007138,0,0.025333261,0,0,0
AC016738.2,0.062276102,0,0.065913383,0,0.066772972,0,0,0
MIR548AT,3.024685854,0.867902388,0,1.01936061,0,2.022330638,2.914799321,0.999767224
AC130650.2,3.650265908,4.839016313,4.172539345,4.207248662,4.200861903,4.612731681,4.197731523,4.850306408
BCAR4,0.044034081,0.151621502,0.139817772,0.089040535,0.094427441,0,0.127302982,0.130993597
TPD52,2.068855112,2.112527566,2.250093296,2.120548631,2.095858351,1.616976333,2.337434127,1.542156494
TNFAIP8L3,0.369953141,0.488309484,1.435721924,0.897690829,0.581778177,0.296824573,1.022003305,0.586957392
