gene_name,IBD7_fpkm,IBD7_1_fpkm,IBD8_fpkm,IBD8_1_fpkm,IBD10_fpkm,IBD10_1_fpkm,CtrlBF_fpkm,CtrlBF_1_fpkm,CtrlDM_fpkm,CtrlDM_1_fpkm,CtrlTL_fpkm,CtrlTL_1_fpkm
GOLGA8A,25.47066204,23.69831651,23.7925596,27.34432057,25.71399752,27.3748308,29.08269056,31.000959,23.50087487,20.90761468,31.71217604,26.09166049
MRPL58,14.23613275,12.62234992,10.09708926,13.19937475,13.32710766,13.79523395,12.66655448,13.67494576,14.18839116,13.87360831,14.76954263,12.96810396
AC083949.1,0.477603603,0.126766375,0.064555743,0.068943785,0.593499736,0,0.432250073,0.053155585,0,0,0.132417784,0.061929872
CHST15,4.908326177,6.264316899,4.216157865,5.997015281,5.129762758,6.841066481,4.755627021,5.215094883,4.211798819,6.034975649,5.185124029,5.655367095
AC010255.1,0,0.164224018,0.167262077,0,0,0.077443985,0,0,0,0,0,0
AL021937.1,0,0.077052476,0.078477906,0,0,0.036336042,0,0,0,0,0,0
AHCTF1,9.483588833,8.736544946,9.433202967,8.97921327,9.007358261,9.354649149,9.522812788,9.849489452,10.20152106,9.258360268,8.551163311,9.428342266
AC008780.2,0,0,0,0,0,0,0.142627463,0,0,0,0,0.286085798
AC108693.1,0,0.41683249,0.283029116,0.906802283,0.591376525,0,0.676820137,1.048715386,0.859620374,0,0.580553897,0.543033227
AL691432.2,7.684279898,7.539800255,9.329128505,9.130315429,7.972614479,8.138952371,8.206327927,8.867253942,8.83747109,9.283284067,8.214353366,9.035987631
ZBBX,2.305862258,1.677404462,2.939740485,1.791687894,1.813792896,1.867098036,1.531126642,1.596835512,2.134767213,1.830845568,1.736399872,2.377205879
AC009065.2,1.799998817,0.868652367,1.150138578,1.700746395,1.404925766,1.638539875,1.269405062,2.039759014,1.522685004,2.139034566,1.633280427,1.69747
PSMD2,35.40648357,34.18928423,34.87782381,33.28544745,33.62914179,35.30825062,32.6970778,34.12815653,33.5966063,35.0313845,31.99956012,34.37331613
Z97634.1,0.172743032,0.340598176,0.160107261,0.113993478,0.022302458,0.098841646,0.102099101,0.065916637,0.108062273,0.129032989,0.109471534,0.102396488
TMCO6,2.260161538,2.399583953,2.269405362,2.144009966,2.173941986,2.440989278,2.220866807,2.572976184,2.173842957,2.312918164,2.73931256,2.646007705
DEDD2,12.29144004,11.58955923,11.40894562,13.47485445,13.28351704,14.97591815,13.35797536,12.99115616,11.83276757,15.12342154,13.20247082,14.64517889
HOMER2,1.282029058,1.209878656,1.590282493,0.898095499,1.356964481,1.287589962,1.087115556,1.0797805,1.264405862,1.268213711,0.973480364,1.385816358
SLC9A3R1,10.08617833,11.35656969,8.688199178,9.363370095,14.03731171,12.93629001,12.15013477,11.08965557,7.940441505,8.55558387,11.59201871,9.956156494
AC091390.4,1.604409265,1.54115364,1.900119795,2.117505871,2.209510564,0.459012589,1.738513131,0.136049564,1.589136043,0.47937499,1.101483339,2.219097944
GPC1,46.08977382,46.69445067,42.81089026,41.14176987,42.0772566,43.73581279,40.5015153,45.10828095,35.30617603,47.85363042,45.99526451,35.84019298
GBP6,0,0.060285114,0.061400357,0.043715945,0.273692303,0.416958205,0.078309019,0.050557421,0.207206786,0.03958682,0.125945405,0.019634278
DNAJC5B,0.057749057,0.040874279,0,0.06669026,0,0.077101195,0.199105413,0.068557492,0.084293724,0.100651882,0,0
PPCS,10.39046,10.22028203,9.370777124,9.503568018,8.93668112,9.79226857,8.76029993,8.629429463,9.773784085,9.907083121,10.09491324,8.423514643
NUP160,9.39415406,9.483716825,10.21518612,9.310795455,10.00926835,9.631093207,9.703024809,9.48539588,8.790259835,8.969089662,9.504403809,9.86121999
AC060766.1,0,0.191463728,0,0,0,0,0,0,0.39484955,0.094294921,0,0.187073648
RAD23A,39.49924646,40.7593753,37.16984744,44.575127,40.55881886,36.73162809,43.05206186,38.10832162,42.38219782,45.0966133,43.52376292,37.21451717
C15orf65,1.743706392,1.851270277,2.320637307,1.858783327,1.030384152,1.678871669,0.901784553,1.373406627,1.468390675,1.33254495,1.413163221,2.22624298
MEF2C-AS2,1.343195661,3.111388955,3.036908527,1.974204538,2.096768259,2.445423442,2.020812435,1.956998042,1.87148453,4.980115984,2.572994807,3.926728388
AC025171.4,0.053998402,0,0,0.311794481,0,0,0,0,0.059114295,0,0,0
MSR1,0.007237113,0.015367096,0.00782569,0,0.00654057,0,0.022456705,0.012887439,0,0,0.008026091,0.037536859
GEMIN6,3.539192187,3.248253921,3.084050353,2.904428867,3.034530459,2.855891215,2.802510275,3.278167426,3.093923732,2.969025103,2.918611242,2.501364701
SH3BP5,22.320906,22.16799171,21.72552999,22.49584812,19.6443366,23.04480853,20.65474747,20.50328095,22.54565771,22.47495293,20.14113023,20.71490924
TLK1,7.267668124,6.835255074,8.391745578,7.14334583,7.279873322,7.187048792,7.22494162,7.156018992,7.666662094,6.864670241,7.079979768,6.454040841
CEMP1,0.081758968,0.130203641,0.088408227,0.188835183,0.295559981,0.122801633,0.042282907,0,0.179009883,0.170999032,0.090672192,0.084812131
PMS2CL,8.103685877,8.000089,7.675276815,8.769261984,9.418117099,7.851769873,9.527617484,7.7473545,9.158646772,8.535404131,8.178940277,9.177387529
KCNJ1,0,0.01294455,0.039552052,0.014080173,0,0.012208659,0.012611011,0.043423195,0,0.076501508,0.013521635,0.012647744
ZNF441,8.954363417,8.710289038,9.669724321,9.21317231,8.802791534,9.252435736,9.631258888,9.796256277,10.06342436,8.828590358,8.530767534,9.869297224
GOT2,30.12968859,28.73687018,30.92427526,29.35092169,28.70867649,31.19197339,32.37522219,30.48904679,35.1207194,33.47054053,26.57167128,28.6385861
SLC22A4,0.378591472,0.312624368,0.454868222,0.242893469,0.49422181,0.294851837,0.609138123,0.337087088,0.345383186,0.417907512,0.279909914,0.698185577
AC009299.2,17.59153798,11.86381945,12.92074994,13.54347363,12.0987999,16.06394352,15.22010873,13.98834456,12.1120679,15.50385649,18.03693476,16.98599432
RNU6-313P,0,0,0,0,0,0,2.610591957,0,0,0,0.559819829,0
LARS2-AS1,0.098324046,0.313168062,0,0.113547416,0,0,0,0,0,0,0,0
AC099066.2,0,0.078462586,0,0.042673049,0,0.07400203,0,0,0,0,0,0
IGSF9,11.25096781,12.02651038,12.06452174,11.12132528,10.82336817,11.39405722,10.93140087,12.03016419,9.75827353,10.40092326,13.03565979,9.335124604
AC092042.3,0,0.036290132,0.147845923,0.03947386,0,0.068454114,0,0,0.074839984,0.035745414,0,0
AC107398.2,0,0,0,0,0.170033051,0.18839119,0,0.083757635,0.308948421,0.295122706,0.104325825,0.097583342
CCDC152,1.433593822,1.434554953,2.209458421,1.579437611,1.667919662,1.749001627,1.755510861,0.982998741,1.443140005,1.292398326,1.443685761,2.085399533
FAM204BP,0,0,0,0,0,0,0.417098858,0,0.088291964,0,0,0
AC027702.1,0.031941427,0.067823592,0,0,0.086601579,0.063967856,0.198227999,0.056879479,0.174838042,0.033402777,0,0.033134231
ABCA12,0.054038545,0.025498674,0.058433369,0.090140924,0.027131973,0.042085904,0.018631243,0.080190641,0.072304517,0.056510858,0.026635438,0.155712586
TRIM43B,0,0.107956616,0,0.039142545,0,0.03393978,0,0,0,0,0,0
AL138781.1,0.339048435,0.224977056,0.229139014,0.195771407,0.229812287,0.551686795,0.350688215,0.415083751,0.556755625,0.354560212,0.423012284,0.263782257
ISM1,0,0.555562316,0,0.201433905,0.039409897,0.130994723,0,0,0,0,0.241804168,0
NAP1L4P3,0.049290607,0,0.106598586,0.056922201,0.044546584,0,0,0,0,0,0,0.051131289
ZNF486,4.590839934,3.451267368,3.414682186,4.259693615,3.429511967,4.291370925,3.403511017,4.004857255,4.110684052,3.468840378,3.634558963,3.330841685
TMPRSS9,0.19594383,0.138687335,0.226004765,0.135768919,0.059028341,0.235445459,0.175647962,0.081415982,0.171606285,0.095623939,0.115896157,0.12195663
AL157827.2,0.053019375,0,0,0.040818859,0.015972157,0.01769664,0.018279856,0.094413889,0.058042514,0.036963373,0.039199638,0
H3.Y,0.057808105,0,0,0.333792251,0,0,0,0,0,0.060452879,0,0
FO681548.1,0,0.265123139,0,0.288382351,0.586779252,0.400081644,0.206633427,0.133405491,0.273377504,0.052228724,0.110777069,0.155426471
AC139426.1,0,0.16613964,0.145039832,0.077449305,0.121221665,0.111924778,0.069368043,0.179139995,0.220258601,0.163645871,0.123961686,0.139140186
TMPRSS6,0.066796227,0.18438337,0.043337161,0.046282914,0.024146943,0.080262126,0.027635756,0.035684077,0.029249843,0.027940886,0.044446943,0.124723132
OSMR,0.922044912,1.690106423,1.107813992,1.874782752,2.791917098,1.475656586,0.53798427,0.259620648,1.371749937,1.442223334,2.237406486,1.561428688
LYSMD1,9.625602633,9.956113833,9.555279628,11.22005121,10.26788103,10.63159542,9.606312223,12.02259361,10.29076639,11.03250574,12.02496564,9.470603408
FLJ16779,0.666178238,0.785858583,0.792392592,0.4188529,0.862954465,0.58553452,0.712016911,0.50087899,0.502401853,0.789544039,0.689550268,0.453025363
AC010731.2,0.128491651,0,0,0.296771656,0.116124845,0.12866262,0,0,0,0,0.142499593,0
AC016716.1,0,0,0,0,0,0,0,0,0,0.167013885,0.088559069,0.165671154
ZFAND5,36.03158762,36.82451761,36.88166736,38.30555011,37.84487788,40.61455501,35.36991216,37.0132743,39.73486402,37.26931545,36.03928451,34.95738864
SAP130,13.87227951,12.77892316,13.11318617,13.10871555,12.7708119,14.13670604,12.14208826,13.37597745,13.57307743,14.22302927,11.85747812,11.46665634
MT-TL1,61.81305027,64.82578888,63.57966061,71.38347571,89.24581419,80.76581514,95.90270615,69.13131825,75.92167145,88.29022033,78.58377543,67.24923482
ZC3H15,34.91683523,33.05635042,34.0004462,40.28117302,39.43711215,40.12626853,36.9389155,43.8950312,43.53282622,37.59271453,36.95778239,33.74347653
CCDC151,0.632633269,0.962710474,0.706886595,0.730582966,0.53362853,0.86574922,0.370799484,0.694710379,1.03885491,0.595419141,0.53789477,0.503131121
SCG3,28.56662046,23.59309617,24.4352739,25.99773423,22.67289432,25.7697837,24.73155907,25.63231235,27.65099238,27.35883928,24.28554146,27.51040728
RPL23AP82,4.802262084,4.067500479,4.027670808,3.80984978,3.726924436,3.39669316,2.95826138,4.915390704,4.77665759,4.674188135,4.558645796,3.863841125
MIR580,2.331394906,0.618802872,0.630250403,0.673090354,0.526751874,0.583624254,0.602858349,0,1.276137463,0.609514592,0,0
PTPRB,0.015551183,0.033020976,0.021019904,0.058366589,0.028108888,0.003892969,0.008042533,0.027692663,0.029792922,0.028459662,0,0.008065959
L2HGDH,3.36144171,3.219771944,3.679255076,3.426312682,2.919073731,3.629262208,3.187813991,3.90032482,3.266032578,3.72150347,3.253937496,4.015556649
AC231533.2,0.042604617,0.045232765,0.046069547,0.049201028,0.11551228,0.383951751,0.044067264,0.189669701,0.046641045,0.267322903,0.283495799,0.309369344
MCFD2P1,0.376908843,0.200079595,0,0,0.510949318,0,0.389848399,0.503383385,0.825235559,0,0.208999403,0.390983923
NIP7,3.178605847,3.210373797,2.973683043,2.73587347,3.001786896,3.433170598,3.01683063,3.190532722,3.5188503,3.38627774,3.195063516,3.272607066
CYC1,36.78439469,33.91729038,37.70205775,36.46309372,33.14056082,38.06589466,32.39196064,34.40848457,36.63419122,37.44950236,36.82622388,29.78406647
ATF4P3,0.535381879,0.397885559,0.405246234,0.680101712,0.629009577,0.375265974,0.387633351,0.762702099,0.761936241,0.503888484,0.712497964,0.721987359
TMEM69,8.460745864,7.604501224,8.797923516,8.459026462,10.22317618,8.913011983,9.830125681,9.576461287,9.922112659,8.484223202,9.383122017,8.223647097
AC005498.3,0.939968264,0.733788247,0.777257465,0.830089914,1.024397165,0.719755682,0.714880927,0.516921814,0.998756973,0.693863066,0.33726065,0.975069931
FKBP5,0.989438909,1.259439681,1.110172919,1.173348231,1.427850465,2.034777298,1.331529628,1.103578555,1.176356673,0.951262564,1.640059295,1.004315121
GBP1,4.700035153,4.280549034,12.0505089,5.244630511,59.72334275,38.55754789,27.48150072,31.80431084,23.56930286,31.81172892,33.24647951,37.2656552
RN7SL577P,0,0,0.807053321,0.43095554,0,0,0.192994257,0,0,0,0,0
SCAF8,14.66788109,15.75886906,15.80501507,16.56961544,15.8477256,16.77379338,14.34992054,16.32023856,14.95090148,15.94301568,14.52814677,16.16794494
AL162171.3,0.249058707,0.094436562,0.211603895,0.287620107,0.498408712,0.267203678,0.515218148,0.237594424,0.311605623,0.24184956,0.335398664,0.405993375
DBF4P1,0.149408897,0.126900378,0.16155996,0.138033328,0.13502889,0.029921539,0,0.106423549,0.196276956,0.031248898,0.06627888,0.061995337
ITGA6-AS1,0.262471339,0.445859822,0.510871496,0.303109398,0.806512387,0.841025852,0.271482172,0.186957618,0.402273601,0.109791858,0.582171038,0.762364196
RUSC1-AS1,1.559733694,1.041369907,1.495321063,1.336991762,1.540404656,1.320292184,0.948010185,1.388742559,1.408251808,1.193892774,1.390951656,1.200974509
CTSS,0.615106674,0.823411769,0.954319555,1.513338909,2.658676678,2.517259201,1.673545043,1.166782681,1.654179604,1.747957527,2.951103203,2.371981465
AC106037.2,0.126479478,0.134281608,0,0,0,0,0.13082161,0,0,0.39679809,0.140268056,0.131202659
AC012158.1,0.158661347,0.280747795,0.428912224,0.152688878,0.023898471,0.052957486,0.382919382,0.070633777,0.43423293,0.304187123,0.02932639,0.438896827
AL355353.1,0.171322201,0.181890541,0,0.791391083,0.46449938,0.514650479,0,0.15254042,0,0.358320699,0.189999457,0.35543993
RN7SL443P,0,0,0,0,0,0,0.403291447,0,0.213422989,0,0,0.404466128
POLR2L,19.10947637,19.92035901,17.7728406,12.46337008,18.38880645,14.47510804,14.49129994,15.42768694,15.12088798,17.65404041,16.74557386,15.97145361
DCUN1D2-AS,0.303143842,0,0.327797796,0.175039583,0.136983731,0,0,0,0,0.158506476,0.168096034,0
PPP1R14B,71.84041968,71.48463124,64.38493402,73.85041625,64.6173367,72.17545386,73.28207669,65.51587988,73.29886841,74.341261,88.31014039,63.57327721
ERCC5,0.946616483,0.910335455,0.756575768,0.760472868,0.793515078,0.741816026,0.901069158,0.861163035,0.818527141,0.925364728,0.859631128,0.925040828
LINC01684,0.011375518,0,0.012300662,0.026273547,0,0.011390654,0.035298145,0,0.024906506,0.059479794,0,0.01180032
ACKR4,0.074618997,0.580961429,0.242062737,0.172344297,0.202311652,0.273967039,0.102907628,0.15502348,0.13614753,0.156065769,0.496522998,0.025801843
MAGI3,5.736571023,6.266551628,7.608154798,5.674941622,5.921515322,6.124844024,6.934344994,6.584599295,6.151434991,6.873580996,5.68744096,7.054917738
SHPRH,2.824091604,2.174704225,2.807664236,2.439527965,2.931795145,2.686617315,2.97077875,3.345043531,2.48104074,2.718641741,2.396080923,2.886324592
MGST2,0.515258789,0.339544254,0.365038181,0.287258548,0.706529541,0.444779641,0.312417793,0.442952068,0.155606956,0.390188945,0.532022364,0.350189875
AC148477.4,0.063063387,0,0,0.145654801,0,0,0,0,0.034519056,0,0,0
LINC02028,0,0,0,0.008887798,0,0,0,0,0.016850712,0,0.034140932,0
FAU,123.2406163,110.748283,118.2945181,130.013637,117.5792363,127.5139957,113.8500931,137.8714191,128.5463083,124.1389058,140.6160662,111.8942615
ATP1B4,0,0.088029992,0,0,0,0,0,0,0,0,0,0
AC008147.4,0,0.04985372,0.101551975,0.108454758,0,0,0.097138305,0.209046256,0,0,0.104152526,0.146131865
HSPB9,0,0,0,0.067939401,0.106337007,0.088363506,0,0,0,0.061522284,0,0.030513834
BTBD2,27.21238729,24.64977921,24.87951635,27.49331767,24.3698068,25.82949711,26.95620659,26.35479635,26.55220402,27.93020633,27.92167324,23.81818282
NEBL,3.287669783,3.34540586,2.713298606,3.088998666,3.124671748,3.209121266,3.627525933,3.469194123,3.136789624,3.26055041,2.8332935,3.320242121
C9orf131,0,0,0,0.068098842,0,0.044285439,0,0.013126034,0.016138896,0,0,0
SLC12A7,15.08832109,12.3377959,15.66157505,15.54777978,13.70443943,14.71105689,14.19910738,11.33958562,15.53522489,14.57324536,13.95657776,13.32899739
UTP4,7.304640667,7.226955282,6.499755428,7.481717409,6.034976101,6.16837724,6.742229396,6.043081655,7.02706745,6.514864468,6.511687077,6.018578437
CEBPA-DT,1.36325082,1.611196013,0.80659435,1.247575115,1.53424272,1.390820675,1.410052216,1.213799792,1.323455572,1.344925282,1.939757878,1.841075344
AC105036.1,0,0,0.451175565,0,0,0,0,1.300252287,0,0.436331479,0,0
YJEFN3,3.209902956,4.604738236,4.152751639,5.163164874,6.060939864,4.43862123,5.750889697,4.916451448,4.35068426,4.915254204,5.106676856,4.955017617
AC011466.1,0.39955001,0.636295533,0.864088891,0.230705881,0.81246358,0.100020411,0,0.444684969,0.328053005,0.626744686,0.110777069,0.41447059
AL159174.1,0.434523431,0.256293248,0.365448355,0.278777815,0.392702294,0.241723111,0.299627292,0.644812193,0.845672648,0.252446266,0.107087653,0.550916715
ABCC6,0.029877831,0.007930226,0.024230792,0.008625943,0.020251657,0,0.00772589,0.019951779,0.032708504,0.015622385,0.016567531,0.061987146
FTH1P23,1.439106492,1.418746221,2.000758551,2.255464587,1.486398016,1.543951436,2.339090394,2.105057793,1.913046069,1.074962098,2.051994136,2.772431457
AC008121.1,0,0,0.228113019,0.243618524,0,0,0,0.187829621,0.692828361,0.220607893,0,0.218834285
MT-TW,13.30266505,10.59244916,10.78840395,6.721005155,6.011168446,15.81793383,10.31951644,4.441618106,7.281490229,7.825091744,7.376449509,12.07450352
FAM107B,12.50098001,13.34054005,12.45505533,13.42258584,12.01120351,13.73549996,13.36337438,13.26769145,12.7241941,13.47722819,13.78341979,13.18505409
AL513314.2,0.320419986,0.415782534,0.230985979,0.411144612,0.643512995,0.285196739,0.40506918,0.380390468,0.467702773,0.670158991,0.276384601,0.775566347
TAC3,13.68509554,10.67769124,9.593500251,10.20411819,12.40042182,11.58127062,8.247745671,11.92897095,9.633864931,12.17015539,12.5080964,8.68163159
GTF2F2P1,0,0,0,0,0,0,0,0,0.09169284,0,0.092888623,0.260655949
ZFYVE28,0.364219892,0.449056448,0.5462956,0.624133242,0.594620985,0.511762789,0.595466694,0.69565659,0.456606333,0.466889191,0.534225406,0.676421688
MAP3K4,6.373677858,5.944933469,7.160237789,6.831034905,6.718012169,6.374632427,6.468104253,6.79922254,6.014828442,6.29585951,5.909887392,6.40117923
ADK,5.859606701,5.768626523,6.547359474,5.618528718,7.638563923,5.334003078,5.509792071,5.438564213,5.248435953,6.944714309,5.88795428,5.489001688
SLC16A4,0.446292441,0.37905828,0.482588325,0.556622557,0.225869607,0.554138975,0.480078546,0.731153638,0.508117885,0.410705443,0.395957189,0.592586938
CTNND1,36.20432636,35.12195124,35.24359105,33.43150585,37.31358681,36.89595851,34.16380036,37.70512059,33.47888179,36.00597644,31.87015216,34.73659738
PUM2,35.0334015,32.19681536,33.61597407,32.87879507,33.80700775,33.06802647,33.31142274,35.69419591,34.76916802,33.07765287,33.72204465,34.68595554
AL450472.1,0,0.592828431,0,0.322418589,0,0,0,0,0,0,0.154814372,0
RELB,2.235373699,1.641509695,1.671876768,2.452399716,3.383881809,3.37617497,1.637748628,1.243945763,2.304405722,2.142840426,3.512016323,1.971022744
LINC00165,0,0,0,0,0,0,0.354837742,0,0,0,0,0.071174258
NPY,0.306929025,0.39103504,0.862916132,0.212670242,0.44382134,0.799077291,0.571439021,0.765186471,1.276830263,0.385165573,0.612701832,0.445747144
PLS1-AS1,0,0.867397089,0,0,0.147673213,0,0,0,0,0,0,0
AC243562.1,0.2906752,0,0.157157555,1.007040067,0.131349439,0.291061967,0.300654292,0.388213408,0.477321339,0.151986929,0.483546176,1.356885081
ZNF737,9.489284522,9.938963791,10.2092017,9.427258997,7.11777377,9.022016306,9.236730221,9.04639257,8.866793485,8.135874485,8.309187897,8.683621469
KIAA0232,18.63922659,18.24940608,19.08333555,18.45997221,18.43241097,17.57829009,18.52227127,19.46842202,19.47299581,18.97721064,17.05635789,20.35655796
ERVV-1,0.102699957,0,0.055526148,0,0,0,0,0,0,0,0,0
ARL1,10.29894519,10.36765125,10.5594474,9.021762981,8.969064146,9.835106057,7.469680109,10.04946947,8.701519756,10.06953851,10.11206188,9.77656125
AC007663.4,3.046331379,3.424500205,3.197197367,2.276346777,2.753134201,2.960667572,2.409522593,1.595509938,2.844512427,2.810915154,2.484145041,3.160091932
MFSD3,7.722186117,7.704655837,6.43871832,5.014024691,6.810789043,5.993433717,5.709792788,5.550195307,6.416738372,7.037670127,5.709363827,6.49852599
CDC42EP5,8.452274722,5.915974745,4.40058559,5.133525216,7.469026574,7.272358926,2.331319329,1.449387377,5.551833912,3.928432917,11.73451796,4.806114673
LINC01876,0.437136545,0.640902975,0.832830889,0.98559659,0.696064977,0.750374041,0.473674417,0.759893917,0.432975211,0.63128297,0.807987382,0.583020946
HNRNPA1P8,0.059449344,0,0,0.068653801,0,0,0.122980567,0.052932007,0,0.124338413,0.065930411,0
AP000356.2,0.036600988,0,0.013192553,0.014089289,0.03307829,0,0,0.021725653,0.013356208,0,0,0
FO393418.1,0.332566626,0.11769388,0.71922693,1.152172312,0,1.443039578,0.687967763,0.296107874,0.606790852,0.347781855,0.122940825,0.229990543
RASAL1,1.127672417,0.636031126,0.851027917,0.74609122,0.647577569,0.329342089,0.522443834,0.732117951,1.14449353,1.351240535,0.781630843,0.621447541
SCEL,0,0.028548813,0,0,0,0,0,0,0.029437654,0,0,0.083682647
HSP90AA1,224.0553578,238.0939559,221.0176955,204.96358,273.2722076,255.3344992,247.9043592,249.2073882,261.404528,251.3174537,237.1075922,228.0081456
ADAMTS16,0.115714808,0.368558695,0.271105495,0.011135897,0.66232557,0.308983402,0,0.008585765,0.168903747,0.393278816,0.03208246,0.310092997
AL035658.1,0.47509518,0.336268227,0.171244507,0,0.143123058,0.317151556,0,0.141003749,0.173368815,0.331220815,0,0
CLDN12,5.37602511,5.752177061,6.357385643,5.53040431,5.578678207,6.172599201,5.916257412,6.018795558,5.527278668,6.727084426,5.664469794,6.446797669
FGFR1OP2,10.34905457,9.881673531,9.880185719,11.42652885,11.30403699,10.8558412,11.21360953,11.17037323,11.23625037,10.37695785,11.30927935,10.62748129
AC026954.3,0,0,0,0,0,0,0.138900855,0,0,0,0,0.696527179
AL162719.1,0,0,0,0,0,0,0.023196057,0,0,0,0,0.116318105
AC007262.2,0.049401359,0.052448777,0.045787759,0.1141002,0.044646676,0.134267819,0.029198482,0.08168748,0.069533642,0.073802166,0.023480148,0.043925294
PDLIM1P4,0.112398263,0.17899765,0.121539342,0.194701087,0.203160763,0.112547818,0.232513956,0.600457318,0.061523526,0.235081175,0.062325866,0.233191207
SYT7,14.82499674,12.51295705,16.94466268,14.95972427,12.81450246,14.24560825,17.62274553,12.83614949,17.67470751,15.48339075,12.31246271,15.83179485
IRAK4,1.938445729,2.090012472,1.835440549,2.018194884,1.878957342,2.061710481,1.963439707,2.065758785,1.737260859,1.564987457,2.105216936,1.625337326
ATXN7L3,26.33242597,22.08009116,24.34530922,25.59368616,22.04378589,25.05389598,25.53760735,23.49312385,24.65899125,25.35113879,26.50637587,24.99243585
IL12RB1,0.434085336,0.628449171,0.1849106,0.607629264,1.03426223,1.066899899,1.197300807,0.597313929,0.432010239,0.398921486,1.458813886,0.914236489
AP001972.1,0.558659352,0,0.604093765,0.25806231,0,0.223761078,1.040109365,0.099482882,0.733905142,0.350531119,0.495650757,0.115904325
AC005703.6,0,0,0,0.049126986,0.230676893,0,0,0,0,0,0,0.044129111
E2F5,4.883029547,4.819731142,5.496723357,3.865841311,5.154313294,5.605766096,5.198636292,4.695867275,4.677448514,4.468128559,5.161523711,3.937540524
GOLGA2P5,0.340549197,0.345122237,0.424039971,0.375399759,0.536270617,0.351335729,0.277522818,0.597242312,0.514030546,0.356129636,0.457788233,0.476374498
CRABP1,124.9720409,120.4708862,129.9026686,83.43676836,251.1524291,149.7669173,72.08073117,66.96570514,110.8832372,198.7434961,124.7682235,128.2214649
AL445187.1,0,0,1.645923167,0,0,0.217736741,0,0,0.476097438,0,0,0
SIRT6,8.621434787,10.10089668,9.344530726,10.72935489,9.698320386,10.07510948,9.987504731,8.850299921,9.438243076,9.588646488,9.111384081,9.027562063
GPRC5D-AS1,0.066201787,0.052714179,0.017896455,0,0.029915065,0.066289874,0.051355907,0.029472095,0.036236924,0,0,0
AL611929.1,0.125916095,0.802100828,0.408469637,0.436234506,0.227594351,0.378250909,0,0.112112113,0,0.263353743,0.837859521,0.130618237
C18orf21,6.628216217,6.758944624,6.855652432,8.017510453,8.405329372,7.948702715,6.747376136,8.770720708,8.862295684,7.397213697,9.617071683,6.495261193
NEUROG3,0,0,0.088857978,0,0,0.164568467,0,0,0,0,0,0
AC011503.1,0.025318552,0,0.054755297,0,0.045763486,0,0,0.022542919,0,0.052953798,0.084236212,0.131320171
AC103764.1,0.026973438,0,0,0,0,0,0.027899456,0.096065532,0,0,0.029914037,0
CISD1,7.994636295,7.395311608,7.938684367,8.569710059,6.617124523,8.500649666,6.733993171,8.175354945,7.690548396,8.049987431,7.527489864,6.178832391
RNU1-106P,2.757869584,0.731998519,1.863850276,2.388649916,2.492435697,1.035577183,2.495980603,0.920823266,1.886971553,0,1.146947942,1.072821741
OSBPL8,17.92345379,18.34389245,18.39744641,19.46341965,17.28161913,17.56570682,18.73586484,19.58696604,18.79389202,17.80500931,17.43025025,20.0082771
HEXDC-IT1,0.062367707,0.165537448,0.101159883,0.144048018,0.338190392,0.156126731,0.419307434,0.249886954,0,0.163052718,0.276667715,0.323483665
TMEM176A,0.130005925,0.13802559,0.08786187,0.131367735,0.249673424,0.178995999,0,0,0.088951806,0.033988454,0.252313162,0.219148793
KLRK1,0.074635414,0,0.121057998,0.150834439,0.101178083,0.280255211,0.096497128,0.066453252,0.040853246,0.039025027,0.124158061,0.116133839
CDKN2C,6.287493812,7.398965143,5.822313243,4.781619271,5.297364839,6.961275916,6.186111575,6.159543534,3.935911008,5.042732085,7.709923718,4.277491386
RP9,9.234068075,9.266067665,10.24273125,10.4917693,10.84892387,10.6780484,9.304600882,9.919145738,11.86982654,10.6221887,12.22283125,10.32049239
GRK5-IT1,0,0.150059696,0.152835723,0.163224411,0.383211988,0,0.438579449,0,0.309463335,0,0.470248656,0.586475885
CCDC36,0,0,0,0,0,0,0,0.011625482,0.014293918,0,0.043440984,0
FLJ21408,0.051931714,0,0.056155195,0,0.109511489,0.017333605,0.017904856,0,0,0.036205092,0,0.053871024
AC087276.3,0.382002206,0.405566747,0.688449201,0.588196075,0.575393376,0,0.26341108,0.566873182,0.557591594,1.331597194,1.270942314,0.132089163
C1QL3,1.859598384,1.492771951,1.642999345,1.257083309,1.660124138,2.611443465,2.650593808,2.604751573,1.24132906,2.158116848,1.45872026,1.905517316
AC104447.1,1.277657095,1.215172683,1.266435366,1.229562417,1.010351759,0.772944928,1.734494995,0.805792613,0.757631516,1.029918959,0.82655131,0.579849039
SUZ12P1,8.3546796,9.633069499,9.066525918,7.763533952,8.66015793,8.815570172,9.245477788,8.785213213,7.818538701,7.390364425,9.331911892,7.035846821
XPO1,36.34202195,34.43118967,37.82514433,38.93518405,39.60860958,36.56444835,37.31496484,41.32232419,38.51111024,37.14623896,38.5260088,37.20324905
BRMS1,11.19932004,10.43374501,11.18606721,11.3231254,10.56856187,9.930666161,10.30446544,9.97155632,10.66011328,10.74748303,10.99865592,9.261373365
PHYH,3.595181955,4.11876363,4.231122046,4.093886438,4.609273646,4.102286425,3.338098536,3.885923205,4.009019243,4.074427474,4.413651983,3.642707361
SYT1,52.80148137,42.50844128,45.80835394,52.30017774,38.66345778,42.15791018,48.3558493,46.85790829,50.63685548,47.80634875,43.18698776,50.64608506
