gene_name,padj
FOXB1,1.96960145387025e-10
REPS2,2.33231083225093e-10
MGC12916,2.48645502705685e-10
RAB33A,2.63849293864189e-10
SEMA3F,3.15454781821184e-10
CDK16,3.29069938235692e-10
TMSB4XP8,3.61745859162694e-10
ISLR2,3.63377732105529e-10
TCEAL8,3.91162875918256e-10
TRIM67,3.95476606313584e-10
SH3KBP1,4.56352828994637e-10
PSPHP1,5.0557722592873e-10
PHF6,5.0557722592873e-10
MFAP2,5.32423939767042e-10
TENM2,5.5018452862428e-10
FBLN5,5.71707036415742e-10
GLUL,6.26188928848158e-10
AC024940.1,6.40953533194442e-10
SOX1-OT,6.64019981378096e-10
MSX1,6.65597456466197e-10
NALCN,7.11456602980823e-10
BMS1P10,7.54755289173047e-10
AIFM1,8.38583308491994e-10
CNKSR2,8.3912899131085e-10
TCF4,8.50078532429338e-10
CORIN,9.52120473852725e-10
CAMK2A,1.00176151968152e-09
PWRN1,1.05714308556466e-09
MAP1B,1.07984453835046e-09
RBMX2,1.10134777942156e-09
SLC25A14,1.13532171320303e-09
IRX2,1.16367707981234e-09
XPR1,1.1899069934992e-09
FAM122B,1.40923719145707e-09
BTBD3,1.41753919503929e-09
HERC5,1.55528112261198e-09
AKR1B1,1.58005464507593e-09
SHOX,1.82020586945535e-09
HTR5A,1.90454255104243e-09
ANKRD29,1.92143034148332e-09
HMX2,1.92143034148332e-09
COTL1,2.3477236644444e-09
LRRC3B,2.36630350180895e-09
BARHL1,2.3870809570841e-09
RPS4X,3.00928043098587e-09
ATP6V0D2,3.03927422678336e-09
ZNF300P1,3.11689548964118e-09
SPOCK1,3.23579770058607e-09
MOSPD1,3.30012808917546e-09
RPS6KA2,3.57278011796427e-09
SIK1B,3.59734040821363e-09
VSTM2A,3.75077042380514e-09
OBSCN,3.75077042380514e-09
FUNDC1,3.89142733588206e-09
CCDC3,4.22378290388043e-09
CTGF,4.7906623126392e-09
PDYN,4.80441195197237e-09
H3F3AP4,4.80441195197237e-09
TLE1,4.82072763972657e-09
CXorf56,4.93502159178926e-09
CLMP,5.23290748614138e-09
OTOR,5.66895070208708e-09
EFS,5.73579691849541e-09
POU3F4,5.73579691849541e-09
LBX1,6.03799382414856e-09
SIX2,6.04957794943798e-09
ADRA2A,6.32777483530806e-09
AL031282.2,6.34284105270591e-09
NDNF,6.63736568073388e-09
SSPO,6.63736568073388e-09
ST6GALNAC3,6.73369839843844e-09
HS6ST2,7.15209556627215e-09
LHX1,8.06156569506249e-09
HTR3A,8.16046794381249e-09
SCUBE1,9.29494202625145e-09
ZNF280C,1.06586254385895e-08
TMEFF2,1.08587880717954e-08
COL22A1,1.08587880717954e-08
MAB21L2,1.08587880717954e-08
BEX3,1.09504768673354e-08
ATP6AP2,1.1546371046856e-08
FSTL5,1.1882097940175e-08
ARMCX4,1.25671521718754e-08
TSC22D3,1.4112785396807e-08
NRCAM,1.51940907903664e-08
VGLL2,1.54322936522188e-08
ZNF560,1.57417718525732e-08
ATRNL1,1.59828770591571e-08
PCDHA2,1.62947428989441e-08
TOX2,1.7830429168478e-08
CHRNA5,1.7830429168478e-08
SMC1A,1.89642167355665e-08
SIM1,1.89642167355665e-08
MT-RNR1,1.90769270501181e-08
IGFBP2,1.95540681908397e-08
ADAMTS9,2.15314262180083e-08
NLRP2,2.30621291677258e-08
CARTPT,2.35409201627417e-08
CNTNAP5,2.53584956674983e-08
ID3,3.25932850353219e-08
TSPAN6,3.39674413900786e-08
STC1,3.4266860429843e-08
SLC26A7,3.4266860429843e-08
IER5L,3.54160266273445e-08
TEX15,3.70278754003976e-08
SAT1,3.79305302445317e-08
ROBO3,3.83295381847223e-08
PLCE1,3.87844008503255e-08
PIN4,4.63036222995281e-08
ELF4,4.66548227066188e-08
ELAVL4,4.70261204440923e-08
RAB29,5.18557677902977e-08
MEIS2,5.19742865364188e-08
MUC20-OT1,5.19983639156979e-08
LRRC4C,5.2726412750436e-08
PRDM13,5.41257222985287e-08
ZCCHC18,5.41257222985287e-08
KLHDC8B,6.12290655185896e-08
ST8SIA3,6.19985631112548e-08
C4B,6.58083036559239e-08
KIF5C,6.58597702769496e-08
THSD7A,7.03866665994982e-08
GRIK1,7.50636871352177e-08
DMRTA2,8.58226909335595e-08
ZNF248,8.71872060411744e-08
MYOM2,8.91820950217382e-08
TMEM158,9.1558532900556e-08
MDGA1,9.35606325733957e-08
NKX2-1,9.80090929525682e-08
NME3,9.84967129568788e-08
GABRR1,9.84967129568788e-08
PHKA2,9.96156141544067e-08
CSMD2,1.0396826722905e-07
RGS9,1.04420517640279e-07
TMTC2,1.07419921984244e-07
MAGED1,1.15637693570673e-07
GUSBP1,1.17572962730617e-07
CBLN4,1.25054985549009e-07
TRABD2A,1.25599338024181e-07
OMG,1.33898698095559e-07
PTGER3,1.36870401141744e-07
TES,1.47132381776474e-07
LHX2,1.61489439660068e-07
KCNJ6,1.61489439660068e-07
NPVF,1.73512247683614e-07
LRP4,1.9001187896105e-07
FGF19,1.90210566720298e-07
PTPRB,1.90246522881776e-07
LEF1,1.96098355065413e-07
LRRC10B,2.02094815812655e-07
SULF1,2.03944132889883e-07
UBA1,2.10711572263339e-07
CDKN1A,2.20245851323443e-07
PYURF,2.3596310936915e-07
SLC2A4RG,2.38864843255478e-07
MT-ND4L,2.48619285532248e-07
RBM41,2.54738997671521e-07
FRA10AC1,2.63110252099733e-07
NTNG1,2.6385039732014e-07
IGDCC3,2.76099759382514e-07
NXPH4,2.89555948301803e-07
ACSS1,3.06533966488554e-07
TXN,3.1733595236382e-07
NECAB2,3.58676825532e-07
BCORL1,3.69220944039261e-07
DGKG,3.74063308161837e-07
PIRT,3.77903805665249e-07
PLIN2,3.92462942330632e-07
TRIM60P18,4.13345603720807e-07
ALG10,4.28373108701344e-07
NRGN,4.32368234815668e-07
TCEAL3,4.33137313282781e-07
SKOR2,4.38114520922759e-07
HERC6,4.56918400772459e-07
LAMB1,4.66638581593033e-07
GPR153,4.72644760846335e-07
IAH1,4.72644760846335e-07
ARSD,4.82285467154967e-07
RASSF9,5.04633463232182e-07
PDLIM1,5.08420341059009e-07
PCDHB18P,5.11185185120877e-07
PCP4,5.1977259328857e-07
SLIT1,5.51555354458828e-07
UPF3B,5.67226565084446e-07
PON2,5.68932090549629e-07
SPATS2L,6.01372690134768e-07
AL132780.4,6.04188929471882e-07
DNAH6,6.04188929471882e-07
PDE1A,6.39128086701874e-07
TCIM,6.4831192394096e-07
DRAXIN,6.49111822054643e-07
MAOA,6.6740481531859e-07
DMD,6.79303087444596e-07
AFF3,6.88942366102147e-07
DNAJC12,7.10605986983643e-07
CMBL,7.43637490883321e-07
FRZB,7.63823227978955e-07
NRXN3,7.85277426493481e-07
AC010319.3,8.18251979667176e-07
NMRK1,8.79149431932998e-07
NR3C2,8.79149431932998e-07
GRIA1,9.2887265107487e-07
RAB9B,9.36697031734316e-07
SLC13A4,9.49569891763903e-07
PTH2,9.68693451520272e-07
PCDHGA6,9.70876641657558e-07
FAM50B,9.70876641657558e-07
CP,1.00248050810287e-06
CHRM2,1.00557557835694e-06
LRFN5,1.02044170939496e-06
RASSF2,1.04261597829402e-06
ZNF117,1.07278436067434e-06
EN2,1.09317034985125e-06
TAB3,1.14749330351355e-06
BMP4,1.17212536019587e-06
NKAIN3-IT1,1.25174267028995e-06
ISM2,1.34425030374204e-06
PTPRE,1.37386890791029e-06
EPHA3,1.38296133075625e-06
ST3GAL1,1.44181086516489e-06
NRP1,1.70687329191008e-06
LMX1B,1.7118172807341e-06
PCDH10,2.00461720271958e-06
VAV3,2.02080199560252e-06
ADAMTS20,2.24197806662332e-06
ALG10B,2.26513201760626e-06
TLE4,2.31663102074056e-06
LINC00648,2.39866714052442e-06
CSGALNACT1,2.5058794606729e-06
CRISPLD1,2.54405125525381e-06
GLI3,2.56850432138304e-06
MIR29B2CHG,2.69371305749736e-06
LINC00643,2.71623365303796e-06
SIX6,2.80519083783044e-06
CHD5,2.87837864812836e-06
APC2,3.00761833415822e-06
RMDN1,3.12944291363667e-06
MTM1,3.26264392729126e-06
NKRF,3.27548236970459e-06
WDR44,3.34504233087289e-06
BHLHB9,3.40936100469111e-06
C1QL4,3.43214259207087e-06
SOX21-AS1,3.47247921235218e-06
TSPEAR,3.53014664704754e-06
NPTX1,3.55626029893328e-06
AGRN,3.55626029893328e-06
RPS6KA6,3.92095914571155e-06
SMOC1,4.02815230750416e-06
KCNK12,4.16545695289877e-06
PIM2,4.20413091089261e-06
BMP7,4.43031872866263e-06
RPL10,4.52064809915812e-06
CAP2,4.53455370561391e-06
TNS2,4.56393215235141e-06
SRPX2,4.65198032683015e-06
FNDC5,4.65740960816762e-06
CHM,4.69976417791955e-06
EMX2,4.72465662753929e-06
UTP14A,4.80536979638222e-06
ZNF439,4.8583666942799e-06
NEK7,5.15974065570234e-06
SAMD5,5.21205227015366e-06
SOX6,5.39570960997308e-06
ADGRB1,5.43494781223122e-06
GABRA2,5.48653678398118e-06
PRPS1,5.54739349892482e-06
C5orf38,5.54739349892482e-06
ACSL4,5.82333183479912e-06
XK,5.85504236026882e-06
LRIG3,6.04175614635501e-06
MAP7D3,6.10425972957633e-06
NXPH1,6.45685071854245e-06
TFE3,6.97003698156041e-06
AL590705.1,6.97003698156041e-06
IRX5,6.97003698156041e-06
PLCB1,7.06880554484884e-06
WDR49,7.0870462551075e-06
MID2,7.10736376214562e-06
NQO2,7.56126100047016e-06
PTPRN,7.56126100047016e-06
AL133166.1,7.8016772541947e-06
UNC5D,7.99431629952514e-06
SOX2,8.3508447476153e-06
F2RL1,8.44218422535195e-06
CPXM1,8.5854564111534e-06
SCML2,8.5854564111534e-06
MKNK2,8.80285266384422e-06
TFAP2B,8.80304738858504e-06
UCP2,8.84520937051057e-06
PAX2,9.1597562910285e-06
DCDC2,9.38712084242428e-06
EPHA5,9.8734705386604e-06
MMRN1,1.01900498843351e-05
CENPV,1.02914667145373e-05
RAB9A,1.06620685819848e-05
PEG13,1.06620685819848e-05
ZNF280D,1.06620685819848e-05
LARGE1,1.07025552098839e-05
MLPH,1.07054924897205e-05
NAP1L5,1.08774447457008e-05
RNF128,1.08774447457008e-05
TBX20,1.11126406878127e-05
RRAD,1.12901610872553e-05
ROBO2,1.14668351537503e-05
MAP7D2,1.15420860620804e-05
TLX3,1.15783563802949e-05
MSMO1,1.16102506810646e-05
TACR3,1.1883005650377e-05
NEUROD1,1.2025956430038e-05
ZNF75D,1.20684731022624e-05
CACNA2D1,1.21464732090001e-05
KLHDC8A,1.21501265386728e-05
LRP1,1.22578497498065e-05
SLC35A2,1.23651613568714e-05
FLRT2,1.28032373948017e-05
RNFT1P3,1.28452785139135e-05
APOL4,1.37261647401164e-05
FRAS1,1.37624512808989e-05
TSPAN18,1.38270972476539e-05
EFNB1,1.39407340441054e-05
IL6ST,1.49932023565779e-05
ANOS1,1.51328588961747e-05
AC107926.1,1.53977843075979e-05
GPD2,1.5892980314519e-05
MT-ND2,1.61274125828297e-05
LPAR1,1.62870148953705e-05
SOCS2,1.65862087295194e-05
SLC22A15,1.74482622259856e-05
GPR89B,1.77905297513862e-05
ZNF717,1.77905297513862e-05
SLC32A1,1.7868791741016e-05
ZNF354C,1.78986864903975e-05
AC012354.1,1.89931487932915e-05
MDK,1.9702717150344e-05
TNRC18,2.03485136698726e-05
NTRK3,2.06533914620357e-05
LGI1,2.0681944736752e-05
KIF17,2.09760484935989e-05
RAP2C,2.26256984862844e-05
PITX3,2.26256984862844e-05
CRNDE,2.30359995523121e-05
ADARB2,2.33531642393941e-05
CHRD,2.36904105673678e-05
SLC39A8,2.4505979462652e-05
TF,2.47065786961176e-05
RAB7A,2.5081683948972e-05
CSMD3,2.52176969556865e-05
PCDHA7,2.63572588847306e-05
RPGR,2.75671747075471e-05
TFAP2D,2.83464631947238e-05
RXRG,2.96075908842091e-05
OPCML,3.14980394518316e-05
ESRRB,3.16659994789258e-05
TENM1,3.17411037686756e-05
SLA,3.41225637147492e-05
MBIP,3.41263590634057e-05
BCAT1,3.41667881108111e-05
ERBB2,3.52718902144877e-05
PCAT7,3.65237049444612e-05
SLC8A3,3.70327999785561e-05
STK32B,3.70599176723087e-05
TCF12,3.72478121165987e-05
GAS7,3.74617380699413e-05
BOLA2B,3.74617380699413e-05
KIF21A,3.77076071010779e-05
PGAP1,3.77076071010779e-05
MMEL1,3.77076071010779e-05
RCAN1,3.80431004391765e-05
SIX3-AS1,3.81379748912151e-05
PCDHGA8,3.88210127719323e-05
ACCS,3.88210127719323e-05
SLC9A3-AS1,3.99035315443254e-05
NEUROG2,4.04800201884188e-05
ZNF154,4.33042108754986e-05
FZD1,4.3974917499461e-05
BX088651.4,4.4405265637645e-05
IFITM2,4.45899941327835e-05
ASAP1,4.49134772254064e-05
PBX3,4.71734649995075e-05
EPAS1,4.73711877295524e-05
AGAP2,4.73711877295524e-05
TBR1,4.73711877295524e-05
IL13RA2,4.74640373317024e-05
RNF152,4.74640373317024e-05
AL592183.1,4.88761268223195e-05
CDK14,4.9100416540808e-05
ST6GAL2,5.01074852862462e-05
TCEAL7,5.01074852862462e-05
SP5,5.05667484229512e-05
HIST1H1C,5.28061851747471e-05
ARMCX6,5.50967722638452e-05
EMILIN3,5.84725504008746e-05
MEST,6.05126432951517e-05
LHX1-DT,6.32876286101823e-05
AC087783.2,6.32876286101823e-05
SYAP1,6.57358621796089e-05
ITGA3,6.61563177407444e-05
UBL3,6.65199980864796e-05
UNC5A,6.65746141504734e-05
FGFR3,6.67686210409196e-05
CFAP126,6.69196631473282e-05
F5,6.83277518756012e-05
BCLAF3,6.88325646025303e-05
ANK1,6.92384338789635e-05
ZDHHC2,7.00795375148959e-05
MRI1,7.09714030745231e-05
ADAM17,7.19185841291878e-05
ZDHHC22,7.49626071913022e-05
PAMR1,7.50332321463779e-05
FOXG1,7.744766290866e-05
BDNF,8.05686989146449e-05
GRIK3,8.05686989146449e-05
SOX9,8.30907441664554e-05
SOX3,8.51050141343237e-05
FAM19A2,8.62814851366441e-05
GTF2H2B,8.69257372821575e-05
ARMCX2,8.79107541697851e-05
GYG2,8.8538838579981e-05
CCNG2,9.2712716840992e-05
FBN3,9.2712716840992e-05
PEA15,9.535919220201e-05
CA12,9.65963245656697e-05
AC253576.2,9.66101080069387e-05
GAS8,9.67575595961126e-05
NYNRIN,9.83923100589143e-05
NEBL,9.85869337993895e-05
CADM2,0.000101534031973837
NEK11,0.000102463201250382
PTF1A,0.000102838050489534
FUT11,0.000103470637390839
FGFR2,0.000104768662909473
FAM198B,0.00010578269352721
MYO15B,0.000105883379599801
MYORG,0.000107628636758195
MAML3,0.000108659998740032
ZBED9,0.000108720846267408
TAGLN,0.000109800748744002
RPL39,0.000111519702508101
ABI3BP,0.000111961300907767
CFAP70,0.000111978286139606
HLCS,0.000112580130797078
DYRK3,0.000116343947169162
DRP2,0.000117930343055865
KDM5A,0.000122615155395751
FAM49A,0.00012704345367806
DIO3OS,0.00012825951193601
PLEKHB1,0.000129784637340255
MYLK,0.000134371710087949
ERVK-28,0.000134752961140893
MAB21L1,0.000137670864021023
AC092070.2,0.000138593682420636
DHRS2,0.000138982448499991
MT-ND6,0.000142178740473288
MIR217HG,0.000147825412953905
POU4F1,0.000152760483563313
RPSA,0.000155473679176803
PITX2,0.000160426454863916
LINC00982,0.000161476107908045
TWIST1,0.000162128625669372
TCHH,0.000166006621723503
NOS1,0.000171928527756466
SDCBP,0.000173656089597994
LHFPL6,0.000177504216994043
TPBG,0.000180419503829197
THBS4,0.000181910333330349
LINC01201,0.000186328957538718
DIO3,0.000188312864239896
LINC00632,0.000189210898128425
MIR9-3HG,0.00019130463214196
FOXP2,0.000193275132604503
TNFRSF19,0.000195236251979319
ADA,0.000200192325620497
SLC1A3,0.000200865711326115
OSR1,0.000201716886635393
PDLIM3,0.000201716886635393
ZNF676,0.000201886353887655
NSFP1,0.000203945699951773
HERC3,0.000204827126360544
AC244197.3,0.000207061210036989
CFLAR,0.00020976716529837
AC008443.2,0.00020976716529837
ZNF528,0.00020976716529837
GATM,0.00020976716529837
CD82,0.000212814112317705
FHIT,0.00021536977891475
AC068282.1,0.000216822271519589
AC091980.2,0.00021785536282098
CPS1,0.000226566099077208
TLL1,0.000226566099077208
SNCA,0.00022916569971363
GLI2,0.000229445782968404
FAM210B,0.00024544629501075
LINC02381,0.000247586020521936
NEAT1,0.000250342282904467
LHX4,0.000255183082321388
PUDP,0.00025559551738584
VEGFA,0.000255942115770325
SYT6,0.000258019486077019
SPOCD1,0.000258146850199451
EMB,0.000258876514208143
AC010980.2,0.000270432213326155
DPY19L2,0.000270465275012873
PDGFRA,0.00028286351493597
KLF10,0.000284047849534436
RBBP7,0.000286303958050883
APOO,0.000287141956822136
KCNJ13,0.000290832719508254
ASTN1,0.000290869353192153
TRIOBP,0.000293739376539684
BCL11B,0.000295765496224045
PRDM8,0.000295968546355027
TBX15,0.000298351780626462
LINC01876,0.000303961176753271
DLX1,0.000304275542063813
POLA1,0.000307986624111005
AC007938.3,0.000318471231922969
AKR1C1,0.00032461794511289
GLIS3,0.00032461794511289
ALS2CL,0.00032627990142397
ALX4,0.000327072876822754
GUCY1B1,0.000327072876822754
HEY1,0.000334243494981149
KLHL28,0.000336927519399646
MAPT-IT1,0.000337797680505868
GRB14,0.000337797680505868
AL356056.2,0.000339318921158702
RPL10P6,0.000349616119619112
MATN2,0.000350304634527139
HERC2P3,0.000354114015048168
AC146944.4,0.000359453782561647
KCTD2,0.000359453782561647
ATP6V1B2,0.000362241379413217
PDK3,0.000372606617308854
FSTL4,0.000374862966696606
ADCY8,0.0003828845994991
PCBD1,0.000383503315049275
AL137145.2,0.000386687102365926
AC087393.1,0.000389776515997291
ITGA2,0.000391976885025167
SLC22A8,0.000396466463344585
ETV1,0.000399278412153369
AL645608.2,0.000410769731069995
LINC02418,0.000413869700195694
LAMP5,0.000413869700195694
HTR2C,0.000428496784807699
SCUBE3,0.000431139959639102
OGFRL1,0.000443405307188818
IFITM1,0.000444185774845851
PPP1R15A,0.000444585022263947
DLX6-AS1,0.00044578241592094
PRDX2,0.000447548832332332
INTS6L,0.00045322568301963
OSR2,0.000454000627968638
ZNF37A,0.000454265194024782
CA10,0.000454489799315954
DIAPH2,0.000458337661514771
LHFPL3,0.000471502647090932
CFL2,0.000481576828130483
AC020951.1,0.00048428213570752
ATF3,0.00048428213570752
CNTLN,0.000501220747714402
AL359955.1,0.000503869100975289
PC,0.000503982002480809
LINC01503,0.000505767700789049
KIAA1024,0.000524555912652105
GABRA5,0.000526908401280566
FAM84A,0.000528756234914045
TCF3,0.000529781983186719
CACNA1A,0.00053009549675887
TOP3B,0.000531562451099425
ZNF365,0.000543434113332894
RAI14,0.000543755800234144
CNN2,0.00056725352481306
SVEP1,0.00056725352481306
SLITRK4,0.00056770617488532
NPAS2,0.000573605139824725
EMX1,0.00057380144951661
DOCK9,0.000579255489085443
GCNT1,0.000598494083992302
RAB26,0.000598494083992302
PRKD1,0.000613663072295185
NXT2,0.000614101500337103
AC011451.3,0.00061611132909645
TMCC3,0.000619628340394466
PDZRN4,0.00062201530869763
HCN1,0.00062304801298138
AL591845.1,0.000623091397136166
PALMD,0.00062459016355966
SPATA18,0.000626553318448471
HSPA6,0.000626553318448471
MT-RNR2,0.000629836115945698
TMEM164,0.000629836115945698
FAM153A,0.0006322234002488
PRR29,0.0006322234002488
RND1,0.000645830510939919
PLPPR4,0.000646217611062126
STK32C,0.000646217611062126
ATP8A1,0.000656712538707327
SLC25A13,0.000661654667999644
FZD8,0.000673224884352279
CTXND1,0.000673973370369335
LNX1,0.000682770419731188
NOTCH2,0.000689492783783404
PRSS12,0.000696394154219981
AL354714.2,0.000712695192292015
LTBP4,0.000726310362042718
CCDC180,0.000726310362042718
PCDHGA5,0.000731992440450256
AL353622.1,0.000733586499335154
PPP1CB,0.000733586499335154
RPL23AP7,0.000739665272096756
ABCA4,0.000740491805169016
PANTR1,0.000744933301118914
BARHL2,0.000745122851240333
TNMD,0.000745122851240333
WARS2,0.000746631123393734
A2M-AS1,0.000749593460198146
ECM2,0.000752618865378045
PEG3,0.000754829247223361
ITGB4,0.000772032638799372
AMOTL1,0.000774554453926143
CRB1,0.000777169071874232
NOTCH1,0.000800768070837045
SLC6A15,0.000809798512255457
CNTN6,0.000820635295772152
RASD1,0.000820635295772152
ID1,0.000841454435854981
RAB3B,0.000848447991073899
TRIM61,0.000848447991073899
ABCD2,0.00085547195013923
GSAP,0.000857642970402911
AGBL4,0.000859218331609144
SDHAP1,0.000865731970243319
