gene_name,padj
CSDE1,0.999983252255919
HERC2,0.999983252255919
LINC01164,0.999983252255919
BARX2,1.0
KYNU,1.0
ZNF649-AS1,0.999983252255919
HUWE1,0.999983252255919
PLCH2,0.999983252255919
COA7,0.999983252255919
AL354793.1,0.999983252255919
P4HB,0.999983252255919
ZNF354A,0.999983252255919
FAM155A-IT1,1.0
LINC01615,1.0
HINFP,0.999983252255919
VGLL3,0.999983252255919
AC087392.3,0.999983252255919
AC243654.1,1.0
CXorf58,0.999983252255919
OR1F2P,0.999983252255919
AC007846.1,1.0
AUH,0.999983252255919
AL589765.1,0.999983252255919
LIN28B-AS1,0.999983252255919
RAD51D,0.999983252255919
USP3,0.999983252255919
ZNF566,0.999983252255919
BCAS3,0.999983252255919
PSAT1,0.999983252255919
FAM32A,0.999983252255919
LINC01435,1.0
LINC01775,1.0
RPL7AP31,1.0
GATD3A,0.999983252255919
PTGER2,0.999983252255919
LINC02293,0.999983252255919
SLC10A7,0.999983252255919
AC100771.2,0.999983252255919
TUBB1,1.0
EI24,0.999983252255919
ENDOG,0.999983252255919
DNAJC3-DT,0.999983252255919
BOLA3-AS1,0.999983252255919
ASB16,0.999983252255919
ABHD15-AS1,1.0
SLC16A8,0.999983252255919
RMI1,0.999983252255919
CCDC174,0.999983252255919
HDAC4,0.999983252255919
MFSD2A,0.999983252255919
AC068987.2,1.0
AC008741.1,0.999983252255919
LINC01118,0.999983252255919
CKAP2L,0.999983252255919
BEND7,0.999983252255919
CELP,1.0
LINC01965,1.0
RESP18,0.999983252255919
BLZF2P,1.0
AMZ2P1,0.999983252255919
SNHG19,0.999983252255919
LYRM1,0.999983252255919
AC079061.1,0.999983252255919
AL365181.1,1.0
CHFR,0.999983252255919
COX7A2,0.999983252255919
PABPC1L2A,0.999983252255919
MAP3K5,0.999983252255919
ZNF676,0.999983252255919
SLC2A4,0.999983252255919
AL096828.1,1.0
NUMB,0.999983252255919
AC009961.1,0.999983252255919
ABCC6P2,1.0
CEP85L,0.999983252255919
NXT1,0.999983252255919
BHLHE22,0.999983252255919
IRGM,1.0
ALOX12,1.0
NPW,0.999983252255919
AC099329.2,0.999983252255919
CDRT4,0.999983252255919
SLC24A2,0.999983252255919
SCPEP1,0.999983252255919
MPZL3,0.999983252255919
CPLANE1,0.999983252255919
SCO2,0.999983252255919
ZNF709,0.999983252255919
CES2,0.999983252255919
GSDMC,1.0
PLXNA3,0.999983252255919
NGFR,0.999983252255919
MARK4,0.999983252255919
AC233723.2,1.0
ZBTB32,0.999983252255919
DLK2,0.999983252255919
MEF2C,0.999983252255919
TMCO6,0.999983252255919
AC234775.2,1.0
LINC01447,1.0
TMEM200B,0.999983252255919
KLHL35,0.999983252255919
OR4D1,1.0
SPDYE5,1.0
TTN,0.999983252255919
RNF148,1.0
URAHP,0.999983252255919
MANF,0.999983252255919
MINDY3,0.999983252255919
COG4,0.999983252255919
TSSK4,0.999983252255919
MIR548AN,1.0
PDS5B,0.999983252255919
DPH6,0.999983252255919
LINC01511,0.999983252255919
AC098934.4,1.0
AF111169.3,0.999983252255919
CU634019.6,0.999983252255919
TMUB1,0.999983252255919
KLHL25,0.999983252255919
GATA3-AS1,0.999983252255919
AP001324.1,0.999983252255919
EFEMP1,0.999983252255919
NAP1L1,0.999983252255919
MIR490,1.0
AP000759.1,0.999983252255919
SLC5A3,0.999983252255919
PTER,0.999983252255919
HBA2,0.999983252255919
AC068669.1,0.999983252255919
ZNF644,0.999983252255919
THNSL1,0.999983252255919
RP2,0.999983252255919
MYC,0.999983252255919
RFX4,0.999983252255919
ARL3,0.999983252255919
AL138767.3,0.999983252255919
GLTP,0.999983252255919
AC053503.2,0.999983252255919
HNF1B,0.999983252255919
C2orf83,1.0
AC113191.1,1.0
TERF1P3,1.0
ZFAT-AS1,1.0
FFAR2,1.0
BAIAP2,0.999983252255919
AC007679.1,1.0
AP000487.2,1.0
SNORD115-22,1.0
AC093106.1,1.0
AC092944.1,0.999983252255919
WASF4P,1.0
RPS26P6,0.999983252255919
MIR573,0.999983252255919
ZNF425,0.999983252255919
WIPI1,0.999983252255919
TBK1,0.999983252255919
AC099328.1,1.0
OASL2P,1.0
MIR491,1.0
AL159152.1,1.0
MYH13,1.0
PQBP1,0.999983252255919
FUT6,0.999983252255919
FFAR4,0.999983252255919
RNU6-26P,0.999983252255919
RPL21,0.999983252255919
MSL2,0.999983252255919
CD99L2,0.999983252255919
PNPT1,0.999983252255919
LDOC1,0.999983252255919
SCRN2,0.999983252255919
NDUFV2-AS1,0.999983252255919
ADCY7,0.999983252255919
ARMCX3,0.999983252255919
NDUFA3P4,0.999983252255919
CITED1,0.999983252255919
LEKR1,0.999983252255919
AC072052.1,0.999983252255919
MRPL41,0.999983252255919
AC096564.1,0.999983252255919
SAMMSON,1.0
AMN,0.999983252255919
AC005324.3,0.999983252255919
SEC14L2,0.999983252255919
AL121929.2,0.999983252255919
MSL3P1,0.999983252255919
AC007773.1,0.999983252255919
RPL21P75,0.999983252255919
ALDOC,0.999983252255919
TMEM248,0.999983252255919
MDC1-AS1,0.999983252255919
AC015660.3,1.0
AL732314.4,1.0
RAB21,0.999983252255919
C1orf21,0.999983252255919
ABCC8,0.999983252255919
TSPAN3,0.999983252255919
TMEM69,0.999983252255919
CREB3,0.999983252255919
AC135803.1,0.999983252255919
HNRNPKP4,0.999983252255919
NAIP,0.999983252255919
CDC42BPG,0.999983252255919
AC019080.5,0.999983252255919
DNM1P41,1.0
AL669831.4,0.999983252255919
AMD1,0.999983252255919
TRBV2,1.0
Z82206.1,1.0
LINC00570,1.0
PRAMEF12,1.0
AC108676.1,1.0
AC005104.2,1.0
MAPK8IP1P1,1.0
KIR2DS4,1.0
SNORD116-8,1.0
MIR4645,1.0
MUC16,1.0
AC022893.3,1.0
ATP6V0CP1,1.0
FBXL18,0.999983252255919
MYO1H,0.999983252255919
MRPL12,0.999983252255919
C15orf40,0.999983252255919
KLHL17,0.999983252255919
AL157955.1,1.0
IFNL4P1,1.0
MUC15,0.999983252255919
JAG1,0.999983252255919
AC242022.2,1.0
INTS2,0.999983252255919
GCDH,0.999983252255919
WHAMMP2,0.999983252255919
AP003096.1,0.999983252255919
CYP2D7,0.999983252255919
AC243830.2,1.0
SSR2,0.999983252255919
MOCS3,0.999983252255919
AL391994.1,0.999983252255919
AL135818.2,1.0
AC099521.2,0.999983252255919
HSPB9,0.999983252255919
BMS1P12,0.999983252255919
SEC22B4P,0.999983252255919
RPL38,0.999983252255919
XIAP,0.999983252255919
AC110285.7,0.999983252255919
GZMK,1.0
AL031846.1,1.0
TRBV9,1.0
TYROBP,1.0
AC098818.2,1.0
LINC01524,1.0
MIR548AY,1.0
KLF3P1,1.0
AC016769.3,1.0
AC022695.2,1.0
STEAP4,1.0
CDK8P2,1.0
IGHD,1.0
IL19,1.0
ADORA3,1.0
Z98885.3,1.0
AC104088.1,1.0
AL049839.2,1.0
AC132942.1,1.0
LINC00492,1.0
RN7SL278P,1.0
Z95114.4,1.0
LINC01088,0.999983252255919
S100A1,0.999983252255919
TPH2,0.999983252255919
BAG5,0.999983252255919
TUBB,0.999983252255919
AC097638.1,1.0
ADGB,0.999983252255919
FAM182A,0.999983252255919
AL049830.3,0.999983252255919
CCL18,0.999983252255919
AC005632.2,0.999983252255919
RBL2,0.999983252255919
PPP2R2D,0.999983252255919
PPT2-EGFL8,0.999983252255919
AC079684.1,1.0
CRYGN,1.0
NBAS,0.999983252255919
AC011416.3,1.0
RPL35P3,1.0
AL049646.2,1.0
MXD1,0.999983252255919
SEC11A,0.999983252255919
GCLM,0.999983252255919
AC015819.1,1.0
RNF103-CHMP3,0.999983252255919
Z83851.1,1.0
TIMMDC1,0.999983252255919
AP001505.1,0.999983252255919
AC098484.4,0.999983252255919
ZNF410,0.999983252255919
GPR183,0.999983252255919
C3orf52,0.999983252255919
AL354760.1,0.999983252255919
NFAM1,0.999983252255919
NCAPH,0.999983252255919
TWIST1,0.999983252255919
AC009303.2,0.999983252255919
AZIN1-AS1,0.999983252255919
PQLC3,0.999983252255919
DDX46,0.999983252255919
DENND4C,0.999983252255919
MAP2K6,0.999983252255919
AC069277.2,0.999983252255919
POU5F1P6,0.999983252255919
ZNF839,0.999983252255919
L2HGDH,0.999983252255919
AC019294.2,0.999983252255919
SGMS1-AS1,0.999983252255919
RPL26L1,0.999983252255919
CATSPERD,1.0
CUTC,0.999983252255919
MRPL43,0.999983252255919
ST13,0.999983252255919
AC091564.5,0.999983252255919
MSTO2P,0.999983252255919
RECQL4,0.999983252255919
EVC2,0.999983252255919
RAB22A,0.999983252255919
AC084824.2,1.0
AL355338.1,0.999983252255919
GXYLT1P5,0.999983252255919
ZBTB20,0.999983252255919
GPR88,0.999983252255919
DUSP19,0.999983252255919
UNC13A,0.999983252255919
MIR4489,1.0
AC067904.1,1.0
RF00003,1.0
AP002907.1,0.999983252255919
AC097359.3,0.999983252255919
NYAP1,0.999983252255919
CLUL1,0.999983252255919
ACOT2,0.999983252255919
TFPT,0.999983252255919
MAT1A,0.999983252255919
GACAT3,1.0
AP005060.1,1.0
AC079336.1,1.0
AC022098.3,1.0
AC099489.2,1.0
LINC01649,1.0
IQCF5,1.0
AC002064.2,1.0
AC025627.1,1.0
RN7SKP244,1.0
SCP2D1,1.0
LINC00469,1.0
SUPT16H,0.999983252255919
KNTC1,0.999983252255919
GASAL1,0.999983252255919
LINC01574,1.0
TPM3P6,0.999983252255919
RAB5B,0.999983252255919
ATP5MG,0.999983252255919
AL023881.1,1.0
AC090115.1,0.999983252255919
CCDC8,0.999983252255919
RPSAP12,0.999983252255919
TSSK2,0.999983252255919
PLEKHA8,0.999983252255919
FAM238C,0.999983252255919
STRA6LP,0.999983252255919
ADSSL1,0.999983252255919
ZCCHC3,0.999983252255919
FAM136A,0.999983252255919
ZNF585B,0.999983252255919
NCF1C,0.999983252255919
ELF3,0.999983252255919
CCDC140,0.999983252255919
TNIP1,0.999983252255919
EP400,0.999983252255919
MOGAT1,0.999983252255919
MPL,0.999983252255919
SUPT20H,0.999983252255919
AC004980.1,0.999983252255919
ADH5P4,0.999983252255919
BEX3,0.999983252255919
MIR3149,0.999983252255919
AC083805.3,0.999983252255919
ACBD6,0.999983252255919
SYT17,0.999983252255919
AL031291.1,0.999983252255919
AC090498.1,0.999983252255919
AC137894.1,0.999983252255919
CCNB3,0.999983252255919
NCAM2,0.999983252255919
SNX13,0.999983252255919
MRS2,0.999983252255919
AC116913.1,0.999983252255919
LRRC26,0.999983252255919
EMC3,0.999983252255919
GSTM3,0.999983252255919
CEP120,0.999983252255919
AC092902.5,0.999983252255919
C10orf55,1.0
FLT3LG,0.999983252255919
PTCHD3P1,0.999983252255919
PANX1,0.999983252255919
SPTY2D1,0.999983252255919
SLC38A7,0.999983252255919
SECISBP2,0.999983252255919
OR6E1P,1.0
AL391262.1,1.0
ATP5F1E,0.999983252255919
AC011306.1,1.0
VSIG1,1.0
PODXL2,0.999983252255919
HIKESHI,0.999983252255919
SMPD2,0.999983252255919
ALG13,0.999983252255919
AC023449.2,1.0
ENAH,0.999983252255919
DOLK,0.999983252255919
EEF1DP7,1.0
CHPT1,0.999983252255919
AC006252.1,0.999983252255919
CLUAP1,0.999983252255919
RNF115,0.999983252255919
EAPP,0.999983252255919
AC008164.1,1.0
SS18L1,0.999983252255919
KAT6B,0.999983252255919
STXBP1,0.999983252255919
RNU7-170P,1.0
APCDD1L,0.999983252255919
ATF4,0.999983252255919
AL355385.1,0.999983252255919
C16orf89,0.999983252255919
ZSCAN20,0.999983252255919
TSG101,0.999983252255919
AC009097.4,1.0
PRPF39,0.999983252255919
RAG1,0.999983252255919
TBCA,0.999983252255919
AL354892.2,0.999983252255919
NUP85,0.999983252255919
RF00019,1.0
AC004765.1,1.0
SMC4,0.999983252255919
TFG,0.999983252255919
AC022182.2,1.0
SLC25A10,0.999983252255919
FOXQ1,0.999983252255919
SIX4,0.999983252255919
PNPO,0.999983252255919
RPL23AP53,0.999983252255919
AC073346.2,0.999983252255919
MDGA1,0.999983252255919
RF00406,1.0
UOX,1.0
LINC02097,1.0
BX005040.4,1.0
TRIP6,0.999983252255919
CLEC4G,1.0
COQ6,0.999983252255919
MYLIP,0.999983252255919
DNAJC3,0.999983252255919
PIK3R2,1.0
AP001107.2,0.999983252255919
GAR1,0.999983252255919
RASGEF1C,0.999983252255919
DHRSX,0.999983252255919
NARS2,0.999983252255919
APEX1,0.999983252255919
ENO3,0.999983252255919
PMM2,0.999983252255919
TSPYL4,0.999983252255919
COBLL1,0.999983252255919
BRD4,0.999983252255919
ETFBKMT,0.999983252255919
TFDP2,0.999983252255919
MBL3P,1.0
AC104809.2,1.0
CUL2,0.999983252255919
ALDH6A1,0.999983252255919
MIR3142HG,1.0
AL611929.1,1.0
AC025252.2,1.0
RNA5SP259,1.0
FUNDC2P1,1.0
LINC02224,1.0
AC004551.1,1.0
DSG1,1.0
LMAN1L,1.0
RN7SL767P,1.0
CEACAMP10,1.0
LHB,1.0
VSTM1,1.0
FDPSP3,1.0
AC006435.5,1.0
AC105402.3,1.0
MIR3124,1.0
AC009097.2,1.0
AC128688.1,1.0
RPL12P30,1.0
AF067845.4,0.999983252255919
CCDC66,0.999983252255919
CNPY2,0.999983252255919
ATP5PD,0.999983252255919
ANGPTL4,0.999983252255919
AC066613.2,0.999983252255919
DSG2-AS1,1.0
AC091544.4,0.999983252255919
HEXIM1,0.999983252255919
AC007495.1,0.999983252255919
HIST2H2BC,0.999983252255919
AC005871.2,1.0
PRELID1P1,1.0
AC134684.7,1.0
AC093330.2,1.0
AL356583.1,1.0
AC124312.6,1.0
AP001630.1,1.0
RAB40A,0.999983252255919
AC015813.5,0.999983252255919
AC009119.2,0.999983252255919
AVL9,0.999983252255919
RPL18A,0.999983252255919
AC010999.1,0.999983252255919
AGT,0.999983252255919
LINC02352,0.999983252255919
ZNF101P2,1.0
HMGB3P22,0.999983252255919
SGMS2,0.999983252255919
AL390039.1,0.999983252255919
AC092279.2,0.999983252255919
KPTN,0.999983252255919
AC022868.1,1.0
AL356417.3,1.0
AL353597.3,0.999983252255919
AL009178.3,0.999983252255919
AL023803.2,1.0
SNORD3C,1.0
TDP2,0.999983252255919
ZC3H12B,0.999983252255919
AC009120.5,1.0
FRMD5,0.999983252255919
ASLP1,0.999983252255919
AC008267.3,0.999983252255919
AP003721.1,0.999983252255919
HNRNPA3P5,0.999983252255919
AC079298.1,1.0
PPM1N,0.999983252255919
NLRP9P1,1.0
PXMP2,0.999983252255919
SLC25A26,0.999983252255919
AC133552.1,1.0
GLUD1,0.999983252255919
AP003031.1,1.0
NRG4,0.999983252255919
SLC25A5-AS1,0.999983252255919
RPL23AP15,1.0
CR769776.2,1.0
LYRM4,0.999983252255919
SYT12,0.999983252255919
AP000907.3,1.0
HBEGF,0.999983252255919
AL359921.2,0.999983252255919
AC145124.1,0.999983252255919
ITSN2,0.999983252255919
C2-AS1,0.999983252255919
MUC5AC,0.999983252255919
MAP3K11,0.999983252255919
FZD1,0.999983252255919
TRAPPC1,0.999983252255919
AC092954.2,0.999983252255919
MROH7,0.999983252255919
LINC00434,1.0
AC011444.2,1.0
GCNT1P1,0.999983252255919
AC073869.1,0.999983252255919
AC023509.6,1.0
RAC1P2,0.999983252255919
AL157944.1,0.999983252255919
AC092140.2,0.999983252255919
CYP2R1,0.999983252255919
MTCO3P12,1.0
ACO1,0.999983252255919
RNU6-1156P,0.999983252255919
RPL7A,0.999983252255919
GNL3L,0.999983252255919
TMEM135,0.999983252255919
CNTD2,0.999983252255919
AL133517.1,0.999983252255919
SNORD72,0.999983252255919
AC011558.1,0.999983252255919
AC091390.3,1.0
AP005212.1,1.0
NBPF3,0.999983252255919
HERC2P11,1.0
RF00019,1.0
LIG3,0.999983252255919
AC017116.2,0.999983252255919
AC024896.1,0.999983252255919
AL138966.2,0.999983252255919
PARP8,0.999983252255919
SNAI1,0.999983252255919
AC099314.1,1.0
EIF6,0.999983252255919
NSUN5,0.999983252255919
HRAS,0.999983252255919
HSD17B1,0.999983252255919
CDHR4,0.999983252255919
PLIN1,0.999983252255919
MARCH3,0.999983252255919
COG7,0.999983252255919
NUP210,0.999983252255919
AC233968.1,0.999983252255919
RAI14,0.999983252255919
AC080013.6,1.0
SUPT5H,0.999983252255919
PEX11B,0.999983252255919
C1orf53,0.999983252255919
HAUS8,0.999983252255919
LYPD1,0.999983252255919
PIH1D2,0.999983252255919
RPL7P19,1.0
VEGFB,0.999983252255919
RAP1GAP,0.999983252255919
SLC22A18AS,0.999983252255919
ABALON,0.999983252255919
BICD1,0.999983252255919
MIR8055,1.0
SLC16A10,0.999983252255919
MIR631,0.999983252255919
AC068338.2,0.999983252255919
FLJ42351,0.999983252255919
GTF3C5,0.999983252255919
AC090950.1,1.0
AC012184.4,0.999983252255919
MIR4644,1.0
XDH,0.999983252255919
AC234783.1,0.999983252255919
SHARPIN,0.999983252255919
SLC2A9,0.999983252255919
AP005329.3,0.999983252255919
PXDC1,0.999983252255919
AC018659.2,0.999983252255919
RPRML,0.999983252255919
BCL6B,0.999983252255919
PCDHB1,0.999983252255919
TBC1D8,0.999983252255919
ERCC3,0.999983252255919
SNX12,0.999983252255919
AC008759.3,1.0
CCNB2,0.999983252255919
IL1RAP,0.999983252255919
PLBD2,0.999983252255919
WNT7A,0.999983252255919
ZNF33B,0.999983252255919
DUSP2,0.999983252255919
SNORA63D,1.0
TMEM231P1,0.999983252255919
RPL7P7,1.0
AC011603.3,1.0
FTLP12,1.0
AC007402.1,1.0
AC008537.2,1.0
Z99916.1,1.0
BRD9,0.999983252255919
AC055717.1,0.999983252255919
NMRAL2P,0.999983252255919
ADHFE1,0.999983252255919
RPLP0P6,0.999983252255919
CBX1,0.999983252255919
AL157400.2,0.999983252255919
AC023157.2,1.0
PLEK2,1.0
AL023583.1,1.0
AL365181.2,0.999983252255919
RSPH14,0.999983252255919
ST3GAL3,0.999983252255919
SLC28A3,0.999983252255919
PMS2CL,0.999983252255919
AP001636.2,0.999983252255919
SEMA3D,0.999983252255919
HMG20A,0.999983252255919
TAF15,0.999983252255919
AL365181.3,0.999983252255919
LINC00664,0.999983252255919
MRPL9P1,0.999983252255919
AC124283.3,0.999983252255919
SLC16A5,0.999983252255919
AC093909.6,0.999983252255919
AL358777.1,1.0
PAK2,0.999983252255919
LHX4,0.999983252255919
SBK2,0.999983252255919
AL162742.2,1.0
MIR205HG,1.0
THAP12P2,1.0
CLRN2,1.0
SEC62-AS1,1.0
AC097372.1,1.0
ITIH6,1.0
AL022341.1,0.999983252255919
AL049794.1,1.0
PMP22,0.999983252255919
SYNE1-AS1,1.0
SLC6A19,1.0
SENP7,0.999983252255919
C1orf115,0.999983252255919
TERF1,0.999983252255919
RCOR3,0.999983252255919
CCDC127,0.999983252255919
AP005119.2,0.999983252255919
AC022306.3,0.999983252255919
MGP,0.999983252255919
MIR2467,1.0
SLC22A14,0.999983252255919
AC245100.8,0.999983252255919
JOSD1,0.999983252255919
AL354928.1,1.0
AC100803.1,1.0
AC024475.4,1.0
AL355981.1,1.0
CISD2,0.999983252255919
SRA1,0.999983252255919
ERICH2,0.999983252255919
EEF1A1P8,0.999983252255919
TFAP2A,0.999983252255919
TTC31,0.999983252255919
AC055717.2,1.0
MIR106B,1.0
FAM98B,0.999983252255919
BGLAP,0.999983252255919
BX571818.1,1.0
BMPR1AP2,1.0
PSMC5,0.999983252255919
ZNF226,0.999983252255919
RANBP17,0.999983252255919
SMIM8,0.999983252255919
ARHGAP27P1-BPTFP1-KPNA2P3,0.999983252255919
OCIAD2,0.999983252255919
AC007182.2,1.0
AC105219.1,1.0
PAPSS1,0.999983252255919
ZNF284,0.999983252255919
PISD,0.999983252255919
HEXDC,0.999983252255919
RNU6-1045P,1.0
OOSP3,1.0
SPECC1L-ADORA2A,1.0
ATP6V1G3,1.0
SLC25A6P5,1.0
RNU6-858P,1.0
AL353770.4,1.0
AC021517.2,1.0
AC005618.2,1.0
AC009093.10,1.0
AC026634.1,1.0
AC008737.2,1.0
AL390023.1,1.0
DEFB112,1.0
AC100818.1,1.0
AL162171.3,0.999983252255919
KIRREL3,0.999983252255919
ZBTB16,0.999983252255919
C6orf132,1.0
AC137932.3,0.999983252255919
ULK3,0.999983252255919
RPS26P8,1.0
ZC3HAV1L,0.999983252255919
KXD1,0.999983252255919
CYP2S1,0.999983252255919
AC069503.1,0.999983252255919
FLJ31356,1.0
AL391095.1,0.999983252255919
CIRBP,0.999983252255919
AC004890.2,0.999983252255919
ABCG1,0.999983252255919
AC125613.1,0.999983252255919
UBXN7-AS1,0.999983252255919
DAP,0.999983252255919
MAMLD1,0.999983252255919
CR383656.1,0.999983252255919
RNU6-579P,1.0
AC011476.2,1.0
RFX3,0.999983252255919
PPP1R3B,0.999983252255919
INPPL1,0.999983252255919
PRKDC,0.999983252255919
YOD1,0.999983252255919
SRR,0.999983252255919
ST18,0.999983252255919
ZFAND2B,0.999983252255919
PAMR1,0.999983252255919
PSMA6,0.999983252255919
AL132996.1,0.999983252255919
LAMC1,0.999983252255919
UNG,0.999983252255919
AC026304.1,0.999983252255919
GNAI3,0.999983252255919
AP005212.4,0.999983252255919
BHLHE40,0.999983252255919
PRIM1,0.999983252255919
HIST2H4B,0.999983252255919
RNA5SP474,0.999983252255919
PARD6B,0.999983252255919
C3AR1,1.0
TRAV2,1.0
KRT73,1.0
RHO,1.0
LILRP2,1.0
MLNR,1.0
RNU2-58P,1.0
AC098650.1,1.0
LINC02457,1.0
AC113607.1,1.0
AC022973.2,1.0
AC130456.2,1.0
AL731577.1,1.0
OR56A4,1.0
TRIM64DP,1.0
LINC00924,1.0
AC011840.1,1.0
LINC01685,1.0
RPL7AP28,1.0
AC022034.2,1.0
AC090502.4,1.0
AC107982.1,1.0
LINC01666,1.0
AL513523.4,0.999983252255919
DUTP6,0.999983252255919
AC020898.1,1.0
PPIAP41,0.999983252255919
CYTL1,0.999983252255919
AC027682.5,0.999983252255919
CXXC4-AS1,0.999983252255919
MIR4659A,1.0
RERE,0.999983252255919
AC026367.3,0.999983252255919
SPIRE1,0.999983252255919
PCDH15,0.999983252255919
ASNA1,0.999983252255919
SDS,1.0
NPM1P25,1.0
PLCG1-AS1,0.999983252255919
AC005746.1,1.0
TRHDE,0.999983252255919
ALPI,1.0
TMEM272,0.999983252255919
MKRN3,0.999983252255919
MYRIP,0.999983252255919
CALY,0.999983252255919
NDUFA13,0.999983252255919
AL096701.3,0.999983252255919
GPR137,0.999983252255919
GEMIN6,0.999983252255919
ANP32AP1,0.999983252255919
VSNL1,0.999983252255919
EIF4A2P4,1.0
AC116651.1,1.0
THEM7P,1.0
AC087741.3,0.999983252255919
CFAP221,0.999983252255919
MAP3K10,0.999983252255919
DUSP27,1.0
RF00086,1.0
RAPH1,0.999983252255919
AC008267.2,1.0
AC120049.1,0.999983252255919
BAALC-AS1,0.999983252255919
RNU7-48P,0.999983252255919
EYA3,0.999983252255919
AC010653.2,0.999983252255919
HTRA1,0.999983252255919
AC090948.2,0.999983252255919
DNM1P46,0.999983252255919
KCNK6,0.999983252255919
HIST2H2AA3,1.0
AP002851.1,0.999983252255919
AP000302.1,1.0
Z97634.1,0.999983252255919
ZNF460,0.999983252255919
FLII,0.999983252255919
POPDC2,0.999983252255919
INSC,0.999983252255919
FERD3L,0.999983252255919
DCBLD1,0.999983252255919
AC073611.1,0.999983252255919
AC004466.1,0.999983252255919
PROSER1,0.999983252255919
AC004951.3,0.999983252255919
UBE2Q2P1,0.999983252255919
LARP1,0.999983252255919
AL445483.1,0.999983252255919
RLN1,0.999983252255919
ZNF257,0.999983252255919
CDC40,0.999983252255919
GFOD2,0.999983252255919
TMEM102,0.999983252255919
TRIM50,1.0
LINC00930,1.0
AC092794.2,0.999983252255919
SMCR8,0.999983252255919
GPX4,0.999983252255919
MFAP4,0.999983252255919
AC004943.1,0.999983252255919
AL049795.1,0.999983252255919
FAM91A3P,0.999983252255919
AC069277.1,0.999983252255919
ZNF24,0.999983252255919
AC133785.1,0.999983252255919
AC092111.2,0.999983252255919
SRSF2,0.999983252255919
RASSF6,1.0
THRB-AS1,0.999983252255919
AL080276.2,0.999983252255919
MCUR1,0.999983252255919
NT5C3B,0.999983252255919
MTERF2,0.999983252255919
ZNF628,0.999983252255919
MDFI,0.999983252255919
HSF2,0.999983252255919
NFIA-AS2,0.999983252255919
TMEM132B,0.999983252255919
FOXG1-AS1,0.999983252255919
SPG7,0.999983252255919
SOD2,0.999983252255919
KHK,0.999983252255919
CCDC90B,0.999983252255919
SRRT,0.999983252255919
POLR3B,0.999983252255919
RNU1-122P,0.999983252255919
LRP8,0.999983252255919
AC097532.2,0.999983252255919
TTLL7,0.999983252255919
RHOQP1,0.999983252255919
VANGL2,0.999983252255919
METTL1,0.999983252255919
RAD9A,0.999983252255919
ANKMY1,0.999983252255919
AC093591.3,0.999983252255919
AC138466.4,0.999983252255919
DAAM1,0.999983252255919
AC091100.1,1.0
AC084033.1,1.0
C22orf23,0.999983252255919
RHBDF1P1,1.0
RF00003,1.0
CCDC57,0.999983252255919
AL513220.1,1.0
PKNOX1,0.999983252255919
GCN1,0.999983252255919
AC005013.1,0.999983252255919
AP006547.1,1.0
RNA5SP323,1.0
AC244517.3,0.999983252255919
AC007541.1,0.999983252255919
AGGF1,0.999983252255919
HNRNPH1,0.999983252255919
PPP2R5A,0.999983252255919
MRPL40,0.999983252255919
AC096773.1,0.999983252255919
POLE,0.999983252255919
AL109806.1,1.0
PPP1R13B,0.999983252255919
MAP3K7,0.999983252255919
ADAM12,0.999983252255919
ZFYVE28,0.999983252255919
VSIG2,1.0
AC104564.2,1.0
TMEM39A,0.999983252255919
C17orf107,0.999983252255919
RPS15AP30,1.0
P2RX1,1.0
TLN1,0.999983252255919
RIOK3,0.999983252255919
AL592295.4,0.999983252255919
LINC02321,1.0
AC074286.1,0.999983252255919
PTPN9,0.999983252255919
MIR9-3,0.999983252255919
TUBA1A,0.999983252255919
OGDHL,0.999983252255919
AC010203.1,0.999983252255919
EMILIN2,0.999983252255919
MAPK13,0.999983252255919
PDF,0.999983252255919
AC096642.1,0.999983252255919
AP5B1,0.999983252255919
SH3RF3-AS1,0.999983252255919
CD300LB,0.999983252255919
LINC00844,0.999983252255919
AC002401.1,0.999983252255919
C2CD4D,0.999983252255919
VPS13D,0.999983252255919
AC011005.4,1.0
RNU6-1204P,1.0
AL009174.1,0.999983252255919
WWP1,0.999983252255919
AC010894.3,0.999983252255919
ZNF750,1.0
AL356055.1,0.999983252255919
FLT3,0.999983252255919
AC027612.3,0.999983252255919
AC105271.1,0.999983252255919
IPO7,0.999983252255919
AC024614.4,1.0
ZDHHC7,0.999983252255919
CRIP3,0.999983252255919
AC036103.1,0.999983252255919
CD24,0.999983252255919
ZNF627,0.999983252255919
AC024060.1,0.999983252255919
AC006330.1,0.999983252255919
AC023790.2,0.999983252255919
LINC01354,0.999983252255919
HACD3,0.999983252255919
CAPN7,0.999983252255919
EIF2B2,0.999983252255919
AC145343.1,0.999983252255919
EDEM3,0.999983252255919
FLJ42969,0.999983252255919
HOMER3,0.999983252255919
AC090192.2,1.0
TCIM,0.999983252255919
TRPT1,0.999983252255919
ARMH3,0.999983252255919
PLEKHG6,0.999983252255919
EIF5A2,0.999983252255919
AL035458.2,0.999983252255919
CLASP1,0.999983252255919
GATA5,1.0
AL512288.1,1.0
AL021546.1,1.0
RNU6-1214P,1.0
AD000090.1,1.0
RN7SL825P,1.0
SPATA31C2,1.0
AL445248.1,1.0
C9orf64,0.999983252255919
PLA2G1B,1.0
AL049557.2,0.999983252255919
UBE2G1,0.999983252255919
LMAN2,0.999983252255919
AC109454.2,1.0
CRTC3-AS1,0.999983252255919
